Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apr,Quantity2-Apr,Value-Apr,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2025,'160100900',103,  ,KG,0,1600,888,0,0,0,0,0,0,0,0,0,0,0,0,0,800,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,444,0,0,0
2,2025,'160100900',105,  ,KG,0,6091396,4242403,0,576218,404644,0,296094,225868,0,515627,367759,0,557403,363823,0,528176,368440,0,476840,316079,0,546658,377274,0,469649,325504,0,405325,291120,0,543815,371897,0,501426,343803,0,674165,486192
2,2025,'160100900',106,  ,KG,0,56728,83741,0,9068,12852,0,6040,11096,0,0,0,0,6472,8740,0,6624,8943,0,6080,8210,0,0,0,0,10492,17760,0,6048,8167,0,0,0,0,0,0,0,5904,7973
2,2025,'160100900',111,  ,KG,0,5897961,4572239,0,356954,277976,0,487786,377912,0,569719,441404,0,514381,410212,0,366145,291959,0,452210,347810,0,526116,407290,0,468190,364482,0,463246,362900,0,656801,496008,0,500181,387699,0,536232,406587
2,2025,'160100900',113,  ,KG,0,3480,1494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3480,1494
2,2025,'160100900',117,  ,KG,0,39331,29465,0,9900,7971,0,0,0,0,0,0,0,0,0,0,10088,7353,0,0,0,0,7210,5269,0,0,0,0,331,234,0,9815,7267,0,1104,747,0,883,624
2,2025,'160100900',204,  ,KG,0,623548,532507,0,112344,88463,0,125828,101876,0,53518,42560,0,64564,56175,0,14448,12106,0,62766,67099,0,36178,28572,0,38771,37657,0,33386,29037,0,20915,20546,0,16830,13402,0,44000,35014
2,2025,'160100900',205,  ,KG,0,2700,3375,0,0,0,0,0,0,0,0,0,0,396,777,0,0,0,0,0,0,0,0,0,0,0,0,0,640,703,0,0,0,0,0,0,0,1664,1895
2,2025,'160100900',210,  ,KG,0,173393,390810,0,1445,3225,0,18236,41075,0,24469,50902,0,3804,8211,0,18006,38610,0,14208,35679,0,21583,49875,0,9139,22404,0,11789,32439,0,33247,69220,0,12907,29626,0,4560,9544
2,2025,'160100900',213,  ,KG,0,9651,13034,0,0,0,0,0,0,0,0,0,0,2682,4233,0,4809,5052,0,0,0,0,0,0,0,0,0,0,2160,3749,0,0,0,0,0,0,0,0,0
2,2025,'160100900',217,  ,KG,0,2728,2903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,472,0,0,0,0,1152,1352,0,0,0,0,576,530,0,0,0,0,424,549
2,2025,'160100900',218,  ,KG,0,385306,818605,0,13154,31485,0,30832,61658,0,24850,55958,0,39181,97575,0,32594,61712,0,25874,53634,0,23160,50887,0,48826,90477,0,38395,77559,0,59792,120980,0,21566,53014,0,27082,63666
2,2025,'160100900',220,  ,KG,0,192453,225608,0,24878,31721,0,5857,7197,0,9777,11218,0,20040,23116,0,8758,8357,0,24001,27556,0,4164,5815,0,21696,26138,0,11356,13155,0,19194,21748,0,13366,15364,0,29366,34223
2,2025,'160100900',222,  ,KG,0,412617,383634,0,45637,44773,0,22563,19565,0,46323,39539,0,45511,41320,0,45936,38209,0,22832,22306,0,23013,21742,0,45891,42356,0,45651,43880,0,22932,21788,0,46328,48156,0,0,0
2,2025,'160100900',224,  ,KG,0,757,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,308,0,0,0,0,0,0,0,0,0,0,300,513,0,0,0
2,2025,'160100900',225,  ,KG,0,77212,128600,0,9483,13694,0,258,793,0,16419,26581,0,13682,20300,0,0,0,0,2697,4059,0,0,0,0,4271,12163,0,0,0,0,11610,21850,0,15738,22917,0,3054,6243
2,2025,'160100900',234,  ,KG,0,46249,9598,0,0,0,0,0,0,0,22945,4776,0,23304,4822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'160100900',242,  ,KG,0,3598,6232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,2235,0,0,0,0,0,0,0,2302,3997,0,0,0
2,2025,'160100900',302,  ,KG,0,148394,196673,0,20024,26100,0,18302,20721,0,0,0,0,13776,12744,0,17334,19303,0,16380,14689,0,2777,5102,0,31438,37095,0,3510,11771,0,12600,11514,0,3771,12495,0,8482,25139
2,2025,'160100900',304,  ,KG,0,6589693,6151688,0,388749,369899,0,380789,324542,0,646707,575779,0,644398,593346,0,521181,488725,0,481543,399210,0,561116,523343,0,593637,540276,0,530075,539883,0,668754,630731,0,486497,474968,0,686247,690986
2,2025,'160100900',410,  ,KG,0,5953255,3322826,0,422209,241962,0,643237,387374,0,841506,464710,0,776388,453100,0,685037,379751,0,712816,368619,0,248196,138921,0,228139,124325,0,410090,227036,0,468067,263359,0,281345,143668,0,236225,130001
2,2025,'160100900',601,  ,KG,0,15052,26997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7680,15408,0,0,0,0,0,0,0,4052,6762,0,0,0,0,920,1945,0,2400,2882
2,2025,'160100900',606,  ,KG,0,174,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,409,0,0,0
2,2025,'160210100',103,  ,KG,0,936,800,0,0,0,0,0,0,0,0,0,0,312,266,0,0,0,0,0,0,0,0,0,0,0,0,0,624,534,0,0,0,0,0,0,0,0,0
2,2025,'160210100',122,  ,KG,0,121,630,0,58,323,0,0,0,0,63,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'160220010',117,  ,KG,0,10608,11509,0,1224,1445,0,0,0,0,0,0,0,0,0,0,2448,2890,0,816,751,0,0,0,0,0,0,0,1632,1865,0,0,0,0,1224,1203,0,3264,3355
2,2025,'160220010',210,  ,KG,0,4265,7778,0,0,0,0,0,0,0,416,962,0,0,0,0,813,1870,0,1296,1263,0,0,0,0,0,0,0,432,451,0,451,1140,0,857,2092,0,0,0
2,2025,'160220010',218,  ,KG,0,31989,36715,0,0,0,0,17540,20481,0,0,0,0,0,0,0,2742,2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11707,13440,0,0,0
2,2025,'160220091',210,  ,KG,0,3041,22794,0,0,0,0,0,0,0,986,6713,0,0,0,0,658,4939,0,0,0,0,0,0,0,739,5838,0,0,0,0,658,5304,0,0,0,0,0,0
2,2025,'160220091',218,  ,KG,0,144,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,440,0,0,0,0,0,0,0,0,0
2,2025,'160220091',227,  ,KG,0,21,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,792
2,2025,'160220091',232,  ,KG,0,1245,7515,0,0,0,0,0,0,0,150,938,0,0,0,0,150,950,0,225,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,720,4248,0,0,0
2,2025,'160220099',105,  ,KG,0,1403833,1004035,0,152493,112144,0,73073,53067,0,122969,89227,0,131589,94335,0,131545,90285,0,94390,68302,0,140397,99068,0,87268,59292,0,142813,100498,0,124664,87020,0,89098,65206,0,113534,85591
2,2025,'160220099',107,  ,KG,0,1380,1656,0,0,0,0,200,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,360,0,0,0,0,280,336,0,300,360,0,300,360
2,2025,'160220099',111,  ,KG,0,66941,100806,0,1417,2505,0,1215,1312,0,8050,10792,0,13887,22992,0,5548,7672,0,8594,13055,0,8024,12276,0,1806,2991,0,11712,17551,0,3622,5110,0,2293,3195,0,773,1355
2,2025,'160220099',218,  ,KG,0,419,4083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1503,0,0,0,0,0,0,0,112,1034,0,0,0,0,157,1546,0,0,0
2,2025,'160220099',232,  ,KG,0,540,3864,0,0,0,0,180,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,2690
2,2025,'160231290',213,  ,KG,0,4565,4292,0,1760,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2317,2265,0,0,0,0,0,0,0,0,0,0,0,0,0,488,458
2,2025,'160231290',218,  ,KG,0,24276,17892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24276,17892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'160231290',234,  ,KG,0,216,222,0,0,0,0,216,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'160231290',237,  ,KG,0,906970,776447,0,0,0,0,19984,16268,0,123258,97817,0,124355,100952,0,20003,16755,0,121469,101367,0,21184,17703,0,90204,77020,0,83662,72688,0,66525,58712,0,150359,136565,0,85967,80600
2,2025,'160231290',304,  ,KG,0,42410,24111,0,98,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,254,0,0,0,0,42309,23248,0,0,0,0,0,0
2,2025,'160232100',304,  ,KG,0,269,912,0,269,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'160232210',103,  ,KG,0,52224,26139,0,0,0,0,0,0,0,0,0,0,0,0,0,13056,6543,0,13056,6532,0,0,0,0,0,0,0,0,0,0,0,0,0,13056,6532,0,13056,6532
2,2025,'160232210',105,  ,KG,0,277566,137591,0,20580,7539,0,29937,19040,0,41253,26153,0,4800,2866,0,33600,15266,0,30816,13895,0,6600,4052,0,33684,16037,0,24624,10064,0,5172,3775,0,19629,6995,0,26871,11909
2,2025,'160232210',111,  ,KG,0,24138,16256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24138,16256,0,0,0
2,2025,'160232210',210,  ,KG,0,471,1388,0,0,0,0,0,0,0,0,0,0,471,1388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'160232290',103,  ,KG,0,728424,463564,0,108876,62441,0,27444,19046,0,32040,20721,0,37704,24678,0,42888,30186,0,26572,19055,0,44798,32530,0,47330,31736,0,81244,49660,0,59662,37380,0,132125,82891,0,87741,53240
2,2025,'160232290',105,  ,KG,0,202205870,124172028,0,13977620,9139691,0,10521500,6643371,0,16673589,10345776,0,16940258,10346545,0,15342802,9208438,0,16990118,10137572,0,20587101,12475762,0,15022987,9168787,0,17292536,10494992,0,18291499,11046400,0,19749215,12121617,0,20816645,13043077
2,2025,'160232290',110,  ,KG,0,9901465,7359769,0,680519,556638,0,488606,401548,0,723703,533769,0,1196942,846026,0,976261,679131,0,891175,627913,0,904711,667373,0,843826,623578,0,798627,576663,0,735164,550261,0,944263,732316,0,717668,564553
2,2025,'160232290',111,  ,KG,0,316203439,223429881,0,23775232,17711400,0,22712735,16598390,0,25965195,18416017,0,25048383,17352781,0,26836446,18277504,0,26095283,17951350,0,28425304,19519284,0,25506384,17590364,0,26765003,18844604,0,29849312,21273521,0,26397644,19018225,0,28826518,20876441
2,2025,'160232290',113,  ,KG,0,4743,4235,0,0,0,0,1218,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,1425,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,995
2,2025,'160232290',118,  ,KG,0,90905,45942,0,14000,8347,0,0,0,0,5665,2334,0,13490,7245,0,0,0,0,13460,6216,0,13500,6488,0,5785,2167,0,13460,7788,0,5760,2706,0,0,0,0,5785,2651
2,2025,'160232290',122,  ,KG,0,3006,2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,1318,0,0,0,0,966,797
2,2025,'160232290',124,  ,KG,0,3010,3093,0,0,0,0,0,0,0,0,0,0,1384,1387,0,0,0,0,0,0,0,0,0,0,396,334,0,0,0,0,0,0,0,1038,1098,0,192,274
2,2025,'160232290',125,  ,KG,0,2007,2672,0,0,0,0,622,854,0,0,0,0,615,805,0,0,0,0,0,0,0,0,0,0,0,0,0,770,1013,0,0,0,0,0,0,0,0,0
2,2025,'160232290',210,  ,KG,0,87035,42978,0,17380,8289,0,17380,8160,0,0,0,0,0,0,0,17380,8214,0,0,0,0,0,0,0,0,0,0,17372,8649,0,0,0,0,0,0,0,17523,9666
2,2025,'160232290',213,  ,KG,0,6962,6478,0,3189,2837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2471,2230,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,1411
2,2025,'160232290',234,  ,KG,0,84693,40951,0,13569,6977,0,0,0,0,0,0,0,28710,13705,0,14059,6444,0,0,0,0,0,0,0,13977,6492,0,0,0,0,0,0,0,0,0,0,14378,7333
2,2025,'160232290',237,  ,KG,0,51985,39839,0,0,0,0,0,0,0,0,0,0,19380,16266,0,0,0,0,0,0,0,17726,12523,0,0,0,0,0,0,0,0,0,0,0,0,0,14879,11050
2,2025,'160232290',304,  ,KG,0,69593,64055,0,0,0,0,0,0,0,14283,13681,0,0,0,0,0,0,0,12855,11300,0,14144,13016,0,0,0,0,14283,12849,0,0,0,0,14028,13209,0,0,0
2,2025,'160232290',410,  ,KG,0,333380,157173,0,37800,18469,0,18660,8737,0,98510,45557,0,19360,8799,0,22500,9915,0,18200,8371,0,15960,8551,0,18900,8612,0,3000,1374,0,20800,9549,0,59690,29239,0,0,0
2,2025,'160239210',210,  ,KG,0,779,2449,0,0,0,0,0,0,0,87,318,0,573,1687,0,64,229,0,0,0,0,0,0,0,0,0,0,0,0,0,55,215,0,0,0,0,0,0
2,2025,'160239290',105,  ,KG,0,8916541,6997595,0,573423,477400,0,409208,342168,0,526691,407525,0,778604,609165,0,589350,455537,0,625187,474479,0,787466,587140,0,695422,536794,0,710960,555009,0,824903,603529,0,1227241,1004813,0,1168086,944036
2,2025,'160239290',111,  ,KG,0,49165,67692,0,0,0,0,1000,1663,0,5658,6438,0,4244,8792,0,1738,2410,0,4002,5569,0,6730,9407,0,1194,1713,0,6075,5705,0,10776,15941,0,5204,6413,0,2544,3641
2,2025,'160239290',210,  ,KG,0,2174,7490,0,332,1259,0,0,0,0,200,801,0,0,0,0,840,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,702,1533,0,100,397,0,0,0
2,2025,'160241019',105,  ,KG,0,25670,97486,0,1435,9306,0,0,0,0,201,373,0,581,1011,0,7843,29034,0,8249,33477,0,668,3872,0,2589,4698,0,1016,1836,0,1772,5058,0,0,0,0,1316,8821
2,2025,'160241019',210,  ,KG,0,3834,18630,0,189,689,0,1407,9641,0,236,783,0,473,1611,0,257,1015,0,345,1483,0,225,829,0,131,468,0,143,522,0,117,434,0,90,335,0,221,820
2,2025,'160241019',218,  ,KG,0,179,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'160241019',220,  ,KG,0,42647,55410,0,6174,7717,0,0,0,0,1381,1659,0,2263,2838,0,2626,3609,0,6811,8146,0,954,1262,0,2598,3376,0,3996,5255,0,5030,6647,0,4080,5521,0,6734,9380
2,2025,'160241019',225,  ,KG,0,5525,13368,0,1373,3111,0,643,944,0,107,262,0,307,462,0,0,0,0,0,0,0,321,502,0,1283,4984,0,0,0,0,109,350,0,0,0,0,1382,2753
2,2025,'160241019',242,  ,KG,0,37,218,0,0,0,0,0,0,0,37,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'160241019',302,  ,KG,0,13093,21078,0,1753,2776,0,0,0,0,3888,6308,0,0,0,0,1296,2013,0,0,0,0,4860,7857,0,0,0,0,648,1050,0,0,0,0,648,1074,0,0,0
2,2025,'160241019',304,  ,KG,0,28986,33214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259,2917,0,27727,30297
2,2025,'160241090',103,  ,KG,0,256099,195026,0,17136,12936,0,18768,14040,0,34272,25872,0,5269,4387,0,34272,25872,0,17136,12936,0,18768,14040,0,19142,15115,0,19567,14580,0,17136,12936,0,37497,29376,0,17136,12936
2,2025,'160241090',105,  ,KG,0,956166,607869,0,48465,34195,0,33175,20675,0,38922,36485,0,107367,57787,0,67680,49032,0,71817,40614,0,117220,67379,0,95892,56131,0,40844,30797,0,107620,68702,0,110836,74929,0,116328,71143
2,2025,'160241090',106,  ,KG,0,13997,20935,0,1440,2007,0,0,0,0,0,0,0,1464,2034,0,1500,2075,0,2112,2778,0,56,206,0,4485,7046,0,1392,2305,0,0,0,0,0,0,0,1548,2484
2,2025,'160241090',111,  ,KG,0,408037,464245,0,11980,16719,0,68194,71838,0,45975,57760,0,8745,8724,0,28511,28432,0,20108,20645,0,31355,37383,0,23193,34482,0,40270,44396,0,79412,87699,0,14536,17049,0,35758,39118
2,2025,'160241090',204,  ,KG,0,63936,57992,0,0,0,0,0,0,0,12800,11610,0,12800,11610,0,12800,11610,0,0,0,0,0,0,0,0,0,0,12736,11552,0,0,0,0,12800,11610,0,0,0
2,2025,'160241090',210,  ,KG,0,17380,11543,0,0,0,0,0,0,0,0,0,0,0,0,0,17380,11543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'160241090',304,  ,KG,0,2576668,1581125,0,464727,277953,0,73696,40113,0,391425,226132,0,102710,71964,0,301505,187872,0,465834,259498,0,172538,99231,0,26282,20257,0,4896,14712,0,225713,152431,0,176139,119496,0,171203,111466
2,2025,'160242019',105,  ,KG,0,118423,132326,0,18480,20209,0,0,0,0,0,0,0,14418,14967,0,0,0,0,2004,2141,0,0,0,0,1797,1971,0,0,0,0,20401,23773,0,38267,43430,0,23056,25835
2,2025,'160242019',111,  ,KG,0,71565,102804,0,6985,10198,0,1200,1680,0,5472,7191,0,7542,11405,0,7926,11107,0,9778,14132,0,4217,5426,0,8160,12600,0,9573,13748,0,7612,11305,0,0,0,0,3100,4012
2,2025,'160242019',210,  ,KG,0,136,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,361
2,2025,'160242019',218,  ,KG,0,10982,25483,0,152,228,0,2666,5847,0,0,0,0,342,882,0,0,0,0,566,1423,0,52,453,0,2039,4430,0,1007,2232,0,148,235,0,1344,3210,0,2666,6543
2,2025,'160242019',601,  ,KG,0,7019,10950,0,3803,5876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3216,5074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'160242090',103,  ,KG,0,108690,64825,0,14851,7862,0,0,0,0,0,0,0,0,0,0,0,0,0,14851,7862,0,13708,8515,0,0,0,0,0,0,0,65280,40586,0,0,0,0,0,0
2,2025,'160242090',105,  ,KG,0,833972,720965,0,29417,19833,0,33256,22785,0,18241,11344,0,44406,38436,0,127390,107776,0,110726,92525,0,68959,78406,0,28826,22263,0,169546,158263,0,127403,119846,0,36640,25456,0,39162,24032
2,2025,'160242090',106,  ,KG,0,957,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,482,0,0,0,0,0,0,0,0,0,0,0,0,0,576,672
2,2025,'160242090',111,  ,KG,0,276404,450649,0,8639,21067,0,1103,3890,0,2090,6884,0,22796,34297,0,35094,52563,0,19078,34223,0,33240,50548,0,27734,44543,0,41600,63334,0,27420,47871,0,260,1116,0,57350,90313
2,2025,'160242090',112,  ,KG,0,18934,103590,0,0,0,0,4320,26158,0,0,0,0,8640,50646,0,513,1953,0,1400,2841,0,3240,18685,0,0,0,0,587,2341,0,0,0,0,0,0,0,234,966
2,2025,'160242090',117,  ,KG,0,1680,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,1061,0,0,0
2,2025,'160242090',204,  ,KG,0,1627137,913217,0,0,0,0,17356,12081,0,17242,12836,0,155211,89697,0,233476,127053,0,144280,77350,0,313951,168945,0,72561,39808,0,216300,115959,0,0,0,0,264420,155874,0,192340,113614
2,2025,'160242090',206,  ,KG,0,6117840,3572050,0,696000,429313,0,310608,176339,0,239304,135895,0,648000,370792,0,576000,331976,0,480000,276608,0,528000,304353,0,575976,331982,0,432000,249011,0,720000,425061,0,311952,185302,0,600000,355418
2,2025,'160242090',218,  ,KG,0,1072055,627693,0,61820,36230,0,47800,28013,0,0,0,0,200720,120244,0,72180,43170,0,3600,2145,0,99100,59113,0,96280,57585,0,96240,57536,0,192375,109398,0,48180,28226,0,153760,86033
2,2025,'160242090',302,  ,KG,0,13422576,7563027,0,585860,328896,0,659880,370285,0,1000740,547072,0,1146340,631016,0,1721456,971934,0,1339600,746011,0,1097380,621026,0,1218040,685885,0,1070500,596208,0,1706520,973046,0,852340,485116,0,1023920,606532
2,2025,'160242090',304,  ,KG,0,67058316,38826491,0,4288098,2516245,0,5224137,3049963,0,4507137,2561666,0,6378803,3570851,0,5607357,3077104,0,7054682,3897730,0,4857553,2699128,0,5687055,3341739,0,5641981,3362411,0,5891564,3456524,0,5362979,3226273,0,6556970,4066857
2,2025,'160242090',305,  ,KG,0,9814920,5531269,0,1056340,600610,0,528300,290452,0,1034320,561822,0,989380,554886,0,814380,457874,0,704180,396822,0,880020,497576,0,704220,403296,0,572120,325298,0,1056560,600237,0,902800,515837,0,572300,326559
2,2025,'160242090',409,  ,KG,0,12911540,6908921,0,1344000,715573,0,599580,316547,0,888060,461019,0,982900,513118,0,912560,482918,0,840000,450617,0,1584200,846795,0,936200,496562,0,1440060,781468,0,1247980,680325,0,936000,509520,0,1200000,654459
2,2025,'160242090',410,  ,KG,0,71611,44334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14688,8497,0,0,0,0,40212,24945,0,0,0,0,16711,10892
2,2025,'160249100',218,  ,KG,0,71780,28281,0,0,0,0,0,0,0,24000,10228,0,0,0,0,0,0,0,0,0,0,47780,18053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'160249100',305,  ,KG,0,96405,22354,0,30510,7693,0,3045,670,0,0,0,0,0,0,0,32835,7869,0,3000,708,0,3000,652,0,3000,643,0,0,0,0,6015,1191,0,0,0,0,15000,2928
2,2025,'160249100',410,  ,KG,0,140256,67368,0,6984,3572,0,56988,28610,0,10956,5257,0,20556,9084,0,18000,8871,0,7800,3927,0,2988,1308,0,13992,5900,0,1992,839,0,0,0,0,0,0,0,0,0
2,2025,'160249210',218,  ,KG,0,248875,214122,0,0,0,0,0,0,0,42760,36843,0,45565,39260,0,90945,78362,0,69605,59657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'160249220',105,  ,KG,0,488126,684316,0,24817,42318,0,41282,57283,0,24500,38212,0,11766,15547,0,45741,56621,0,43625,59184,0,51076,76804,0,11209,12997,0,51002,71736,0,81832,113199,0,54445,72967,0,46831,67448
2,2025,'160249220',106,  ,KG,0,60695,101905,0,11018,17947,0,6430,10017,0,3000,4359,0,9654,14610,0,0,0,0,4000,6933,0,3000,5235,0,3010,5251,0,3543,6287,0,8710,15937,0,0,0,0,8330,15329
2,2025,'160249220',111,  ,KG,0,217224,323106,0,14900,22602,0,22758,32740,0,15979,23180,0,13985,20626,0,13431,19986,0,26054,38660,0,34829,51026,0,17580,27230,0,15980,24568,0,24502,35862,0,3104,4538,0,14122,22088
2,2025,'160249220',112,  ,KG,0,5389,13933,0,0,0,0,0,0,0,0,0,0,0,0,0,211,952,0,4901,11643,0,0,0,0,0,0,0,107,500,0,0,0,0,0,0,0,170,838
2,2025,'160249220',205,  ,KG,0,1398,3341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,1182,0,0,0,0,0,0,0,894,2159
2,2025,'160249220',207,  ,KG,0,22470,30509,0,0,0,0,0,0,0,10890,15178,0,0,0,0,0,0,0,11580,15331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'160249220',210,  ,KG,0,27174,56889,0,3459,7106,0,4082,8458,0,3293,6451,0,1599,3076,0,2135,4173,0,81,256,0,1256,2913,0,2126,4344,0,2030,4419,0,4314,8997,0,1557,3903,0,1242,2793
2,2025,'160249220',217,  ,KG,0,32,346,0,32,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'160249220',218,  ,KG,0,57272,82617,0,288,375,0,660,1283,0,22283,29744,0,0,0,0,1064,2632,0,0,0,0,22888,33286,0,296,493,0,0,0,0,7242,7909,0,2014,4175,0,537,2720
2,2025,'160249220',220,  ,KG,0,55530,70216,0,2777,3621,0,0,0,0,549,686,0,583,802,0,0,0,0,1797,2254,0,282,399,0,23519,29046,0,779,1066,0,23181,29426,0,934,1304,0,1129,1612
2,2025,'160249220',225,  ,KG,0,6774,16400,0,2844,6082,0,0,0,0,347,902,0,0,0,0,0,0,0,0,0,0,0,0,0,983,3610,0,0,0,0,773,2193,0,271,669,0,1556,2944
2,2025,'160249220',302,  ,KG,0,43063,58002,0,4704,5017,0,3528,3688,0,0,0,0,4704,4853,0,7056,7060,0,588,596,0,0,0,0,12715,21791,0,0,0,0,5880,6081,0,0,0,0,3888,8916
2,2025,'160249220',304,  ,KG,0,515351,1321822,0,25090,65338,0,43732,119380,0,54329,134415,0,62311,151817,0,30656,64397,0,65574,177978,0,26120,67821,0,31778,73678,0,24958,62713,0,54662,143694,0,45671,123591,0,50470,137000
2,2025,'160249290',103,  ,KG,0,83645,41041,0,8486,3779,0,8486,3777,0,8486,3277,0,32851,17405,0,14851,5740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8853,5959,0,1632,1104
2,2025,'160249290',105,  ,KG,0,9628006,5874140,0,836417,495722,0,459688,264554,0,699879,436535,0,998615,550330,0,646242,394879,0,602561,352820,0,988431,635239,0,784629,514943,0,752243,487157,0,936232,542704,0,958607,579885,0,964462,619372
2,2025,'160249290',106,  ,KG,0,27414,17432,0,9492,7373,0,3132,1531,0,1206,1405,0,5382,2211,0,115,202,0,2130,1246,0,1550,652,0,630,265,0,757,763,0,1720,742,0,630,754,0,670,288
2,2025,'160249290',111,  ,KG,0,1216867,1623717,0,100499,151928,0,74671,108481,0,167103,216856,0,95802,118824,0,78675,107616,0,114939,155155,0,131182,171321,0,57582,86380,0,108630,130499,0,112480,147859,0,72133,104668,0,103171,124130
2,2025,'160249290',112,  ,KG,0,24494,21957,0,12067,11469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12427,10488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'160249290',117,  ,KG,0,4946,5803,0,720,717,0,202,412,0,0,0,0,0,0,0,432,430,0,1080,1354,0,0,0,0,360,498,0,712,1054,0,0,0,0,720,652,0,720,686
