Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apr,Quantity2-Apr,Value-Apr,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2025,'841360099',228,NO,KG,3,11,372,0,0,0,0,0,0,3,11,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841360099',230,NO,KG,4,40,258,0,0,0,0,0,0,4,40,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841360099',234,NO,KG,1,16,505,0,0,0,1,16,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841360099',242,NO,KG,1,30,617,0,0,0,1,30,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841360099',245,NO,KG,251,853,13387,78,62,2400,3,10,322,4,2,234,58,93,1209,3,10,336,6,20,671,0,0,0,3,10,335,8,117,1841,13,19,680,1,1,225,74,509,5134
2,2025,'841360099',302,NO,KG,38,360,6760,0,0,0,13,84,1744,0,0,0,0,0,0,0,0,0,0,0,0,1,24,242,11,106,2194,0,0,0,0,0,0,10,111,1877,3,35,703
2,2025,'841360099',304,NO,KG,4118,49237,3964524,376,3850,255835,388,11511,361896,674,3328,290263,283,2290,161405,342,1999,219028,359,2365,235763,298,2804,433595,405,2773,747629,378,5256,233171,194,1691,350750,198,9499,403672,223,1871,271517
2,2025,'841360099',305,NO,KG,1130,10435,70038,0,0,0,4,6,404,340,2285,12717,164,167,5391,62,810,6443,258,106,2193,47,957,7061,61,1517,8861,96,2265,12385,62,1526,8749,6,46,1676,30,750,4158
2,2025,'841360099',410,NO,KG,20,27,1547,8,8,428,12,19,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841360099',502,NO,KG,1,10,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841360099',504,NO,KG,35,70,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,70,728,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841360099',601,NO,KG,14,77,2841,1,3,340,1,26,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,47,381,0,0,0,0,0,0,1,1,356,0,0,0
2,2025,'841370010',103,NO,KG,194823,255822,680404,6982,25246,54497,8956,21303,56405,10375,21211,61803,12887,22408,54482,15340,16262,46451,18050,28192,79015,16887,22723,69899,21047,17910,51842,26849,26082,70466,29410,19463,53145,19741,14002,39312,8299,21020,43087
2,2025,'841370010',105,NO,KG,3488209,6092078,11179741,258370,539312,1110512,249077,442322,772407,278511,550924,996564,259627,515583,912253,189572,515771,901933,213459,458988,912052,229499,495657,850473,340148,488713,875125,362209,499026,965367,399311,511612,945030,369081,588510,1061348,339345,485660,876677
2,2025,'841370010',106,NO,KG,183165,2272739,4607901,17091,233045,442424,13131,138737,297111,17169,263184,561366,23389,220131,449123,10323,186159,356299,11211,150957,325897,9035,142930,280229,15751,193296,397324,21852,203077,410249,14515,198472,395268,17329,169159,351103,12369,173592,341508
2,2025,'841370010',110,NO,KG,205,1041,29266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,150,7979,44,216,9195,10,40,1283,25,179,2403,26,127,2332,27,133,2506,40,196,3568
2,2025,'841370010',111,NO,KG,14594,272358,422293,1716,36904,54050,1482,23902,37747,1042,23827,33642,2076,41770,61045,502,13512,18922,1370,24318,34666,1108,22096,36863,583,12687,20539,445,9870,14226,1544,18726,30459,1145,15389,22612,1581,29357,57522
2,2025,'841370010',112,NO,KG,4,1014,25856,0,0,0,0,0,0,3,975,25137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,719,0,0,0,0,0,0
2,2025,'841370010',113,NO,KG,7,1473,9211,0,0,0,0,0,0,1,1377,7816,0,0,0,6,96,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841370010',118,NO,KG,9,8214,15939,0,0,0,0,0,0,0,0,0,0,0,0,2,1948,2300,4,3942,7966,0,0,0,1,390,956,0,0,0,2,1934,4717,0,0,0,0,0,0
2,2025,'841370010',123,NO,KG,1344,4180,24231,7,89,384,0,0,0,1,1039,3315,62,272,856,2,65,789,9,301,2042,22,879,3102,0,0,0,9,55,262,154,194,6266,170,773,2152,908,513,5063
2,2025,'841370010',202,NO,KG,680,549842,5558475,48,43688,338501,45,31044,388656,4,6553,33981,83,56959,636898,74,66455,540724,69,64445,617521,47,37703,337238,87,62666,704523,32,25871,301494,117,103787,1019224,73,50411,638715,1,260,1000
2,2025,'841370010',203,NO,KG,95,19778,287215,2,7150,167849,0,0,0,61,1526,10907,11,211,983,1,77,288,1,77,298,0,0,0,10,1807,6886,3,1022,13899,1,75,328,3,7602,83369,2,231,2408
2,2025,'841370010',204,NO,KG,249,53988,403931,28,14021,63111,21,1463,14103,7,490,5622,17,3455,45377,36,1224,11506,7,1240,2145,22,2081,12406,19,6522,79519,34,13321,75729,17,3244,40246,15,3497,10313,26,3430,43854
2,2025,'841370010',205,NO,KG,22,377,5515,0,0,0,3,237,3230,1,78,620,0,0,0,1,25,635,17,37,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841370010',207,NO,KG,32,12251,77665,0,0,0,1,40,252,0,0,0,8,5897,34051,0,0,0,1,133,3204,10,108,2244,11,5953,37316,1,120,598,0,0,0,0,0,0,0,0,0
2,2025,'841370010',208,NO,KG,2,185,1323,0,0,0,0,0,0,1,158,1068,0,0,0,0,0,0,0,0,0,1,27,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841370010',210,NO,KG,59,1476,31455,2,28,758,38,229,5141,2,18,760,1,160,2824,0,0,0,0,0,0,7,8,204,1,8,380,3,630,17099,0,0,0,2,353,3066,3,42,1223
2,2025,'841370010',213,NO,KG,10739,131121,1114199,832,8086,56854,830,7921,63237,655,14907,100469,627,15827,116540,1367,13598,121548,796,13008,117979,1104,16389,161249,1560,16475,135198,504,5354,51257,866,6799,70923,613,4458,48156,985,8299,70789
2,2025,'841370010',215,NO,KG,426,3441,139682,12,265,11763,2,59,2095,31,533,18243,24,508,24087,15,238,12194,33,510,14727,16,408,15074,18,65,5281,9,198,6333,2,117,2493,19,314,14878,245,226,12514
2,2025,'841370010',218,NO,KG,23,609,6872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,380,2561,0,0,0,2,24,493,0,0,0,17,205,3818,0,0,0
2,2025,'841370010',220,NO,KG,7923,19300,111253,59,1406,8045,143,557,5112,63,369,3235,1861,2260,11780,136,471,3297,257,3236,11172,2280,4351,17103,261,1179,15865,2387,2560,19688,116,1386,5440,174,470,3377,186,1055,7139
2,2025,'841370010',222,NO,KG,8,2466,26014,0,0,0,2,50,449,2,40,325,0,0,0,0,0,0,0,0,0,2,1188,12562,2,1188,12678,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841370010',223,NO,KG,254,4766,42458,5,243,1194,6,415,3791,3,37,726,4,152,1748,5,212,998,185,909,5819,9,288,3595,2,152,1984,16,1503,13586,0,0,0,7,620,5022,12,235,3995
2,2025,'841370010',225,NO,KG,23,1776,22930,5,896,4412,1,25,1148,0,0,0,1,210,5091,1,97,571,0,0,0,8,24,1818,0,0,0,2,84,830,1,2,234,3,6,709,1,432,8117
2,2025,'841370010',227,NO,KG,195,14103,39740,28,478,3332,64,460,3091,1,16,395,10,151,663,1,14,341,6,582,1917,13,113,931,26,6219,13268,31,644,3754,0,0,0,13,5379,11187,2,47,861
2,2025,'841370010',228,NO,KG,1352,4388,34477,76,584,2137,36,68,506,128,317,3315,134,474,2608,194,523,4833,38,103,1127,292,727,7288,48,62,741,304,965,8507,64,228,2319,14,301,726,24,36,370
2,2025,'841370010',230,NO,KG,4,16,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841370010',234,NO,KG,33,5377,19827,0,0,0,4,5140,19089,0,0,0,0,0,0,1,182,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,55,215
2,2025,'841370010',245,NO,KG,473,506,9086,0,0,0,5,75,4822,30,26,299,0,0,0,150,144,1280,0,0,0,60,50,555,50,44,539,0,0,0,68,83,624,70,53,602,40,31,365
2,2025,'841370010',302,NO,KG,11,15387,29369,4,6540,12406,5,5841,8546,0,0,0,0,0,0,0,0,0,1,1360,5129,1,1646,3288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841370010',304,NO,KG,653,18361,280710,42,362,7879,227,2328,18200,15,3011,28625,8,805,13590,24,3602,55472,61,920,13514,65,1426,21763,17,409,33532,88,1140,17675,8,431,8722,60,3434,42054,38,493,19684
2,2025,'841370010',305,NO,KG,646,2685,37258,17,97,1637,20,91,919,24,142,2668,108,342,4360,219,476,4306,69,400,6516,108,676,9621,37,217,3407,5,24,305,32,180,2823,0,0,0,7,40,696
2,2025,'841370090',103,NO,KG,43512,129918,219853,5267,14921,24838,2694,6956,13370,2671,8744,14283,187,3515,5858,7998,25047,37685,2867,9656,16681,5239,12827,21270,2746,9458,16195,6096,14460,23368,3475,8373,17785,2843,10681,19228,1429,5280,9292
2,2025,'841370090',105,NO,KG,467847,292472,629762,12781,8285,29523,33668,19362,33208,22843,18686,39067,51329,37872,84589,23932,17735,30967,54696,28760,48168,4592,11931,43302,54389,27795,61004,54822,20526,84111,35784,44412,65314,55247,28055,50079,63764,29053,60430
2,2025,'841370090',106,NO,KG,591,12402,46985,27,1040,5675,39,1751,7582,31,744,5570,113,2388,5121,89,1296,4952,119,1371,4471,34,757,3385,5,71,718,10,287,1269,52,1192,4801,68,1037,2517,4,468,924
2,2025,'841370090',108,NO,KG,1,3,265,0,0,0,0,0,0,0,0,0,0,0,0,1,3,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841370090',110,NO,KG,1086384,200128,908158,134452,32278,149296,72416,23608,117515,79868,30813,153252,83048,23456,113020,49368,14485,68952,63048,4802,15921,126376,9634,32099,70144,5324,18203,70200,5227,18330,107176,22978,106137,114800,18656,83436,115488,8867,31997
2,2025,'841370090',111,NO,KG,3850,31181,56717,100,750,2033,200,1060,2200,420,3740,6291,400,2800,4715,448,3560,6500,410,3375,5420,571,5462,10378,150,1300,2378,50,375,679,99,940,1773,150,1125,3101,852,6694,11249
2,2025,'841370090',112,NO,KG,6,1328,31296,0,0,0,0,0,0,0,0,0,2,836,6433,0,0,0,1,192,7343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,300,17520
2,2025,'841370090',113,NO,KG,8,206,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,203,258,0,0,0,0,0,0,0,0,0,1,3,251
2,2025,'841370090',117,NO,KG,39364,23666,207358,48,3423,8223,4554,1057,20461,5893,6599,38492,4148,6140,29323,2421,644,10876,3661,908,16526,4808,1297,21711,691,160,3118,2951,730,13116,2190,572,9733,4384,1121,19597,3615,1015,16182
2,2025,'841370090',123,NO,KG,245,5464,32102,0,0,0,0,0,0,6,200,1195,20,800,2464,5,157,819,0,0,0,0,0,0,4,645,3020,0,0,0,172,748,3592,8,1650,16100,30,1264,4912
2,2025,'841370090',143,NO,KG,30,127,3275,0,0,0,11,51,1217,6,24,720,2,8,227,11,44,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841370090',203,NO,KG,6,342,6153,0,0,0,0,0,0,0,0,0,0,0,0,2,3,550,0,0,0,0,0,0,1,8,363,0,0,0,0,0,0,2,216,2986,1,115,2254
2,2025,'841370090',204,NO,KG,216,95776,566999,27,19504,111021,12,974,5325,18,1865,16104,21,2774,14918,12,13080,72579,14,219,3048,24,16012,97854,8,452,4414,22,1645,10529,23,14766,87510,20,2292,12688,15,22193,131009
2,2025,'841370090',205,NO,KG,448,27805,775354,2,22,51026,81,5618,93459,80,5616,78966,3,55,290791,43,2802,44360,64,2903,42387,50,3198,36675,56,2538,37113,4,19,733,48,2550,89661,0,0,0,17,2484,10183
2,2025,'841370090',207,NO,KG,75,27469,339418,0,0,0,0,0,0,1,90,1106,0,0,0,0,0,0,0,0,0,0,0,0,5,63,1115,15,473,6824,7,1466,29599,41,149,4301,6,25228,296473
2,2025,'841370090',208,NO,KG,20,385,7018,1,19,297,0,0,0,0,0,0,0,0,0,3,56,1051,1,20,1378,0,0,0,0,0,0,2,51,975,0,0,0,7,68,785,6,171,2532
2,2025,'841370090',210,NO,KG,120,12690,142288,0,0,0,0,0,0,10,949,1393,16,2508,2216,29,3672,73422,17,3158,2841,16,808,19922,18,583,18799,1,8,529,9,520,2468,4,484,20698,0,0,0
2,2025,'841370090',213,NO,KG,17602,48119,657116,510,2113,27634,514,3950,65962,1160,11449,95403,536,1981,25543,879,1507,22139,1467,1701,43035,3179,6426,112058,1973,2973,41022,2768,3823,46496,1838,5403,72229,1930,3605,40748,848,3188,64847
2,2025,'841370090',215,NO,KG,2197,34516,1640605,202,3140,158002,133,2312,99718,235,3164,154170,129,2584,108682,177,2898,124331,199,2937,149975,174,3186,141021,179,2348,143352,244,4638,208195,184,3343,152924,295,3258,169842,46,708,30393
2,2025,'841370090',218,NO,KG,8,227,4042,0,0,0,0,0,0,0,0,0,0,0,0,5,191,3342,0,0,0,0,0,0,3,36,700,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841370090',220,NO,KG,19548,48968,354066,338,924,16171,2249,10596,34144,1525,1100,11828,1261,4468,17401,694,1930,13592,2656,10224,44403,1741,1532,35685,1402,2406,36478,1726,1455,26511,1484,4734,45407,1545,1385,32523,2927,8214,39923
2,2025,'841370090',222,NO,KG,8,252,5513,1,48,771,1,103,3286,2,31,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,291,0,0,0,2,37,557,1,20,280
2,2025,'841370090',223,NO,KG,674,1691,16601,259,216,3371,10,205,688,54,45,838,0,0,0,31,63,785,7,126,1186,141,587,2490,150,66,1620,21,306,4802,0,0,0,0,0,0,1,77,821
2,2025,'841370090',225,NO,KG,18,1280,20888,0,0,0,3,40,1403,2,225,2924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,2472,5,452,5669,3,230,3221,4,283,5199
2,2025,'841370090',227,NO,KG,84,1464,26852,5,59,3971,5,105,1828,26,137,2711,1,70,439,6,138,3260,4,127,1290,5,129,1063,3,51,1378,10,189,4182,8,199,3042,7,150,2088,4,110,1600
2,2025,'841370090',228,NO,KG,4,5,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,217,0,0,0
2,2025,'841370090',232,NO,KG,1,12,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841370090',234,NO,KG,7,1302,5080,0,0,0,1,180,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,394,2501,0,0,0,4,728,2099,0,0,0,0,0,0
2,2025,'841370090',245,NO,KG,736,1044,25357,226,98,3791,101,163,3465,150,172,5350,0,0,0,65,16,649,0,0,0,0,0,0,76,43,696,103,159,5179,0,0,0,2,44,1322,13,349,4905
2,2025,'841370090',302,NO,KG,51,2072,21054,10,94,2260,1,750,1726,0,0,0,0,0,0,17,178,1437,10,94,2056,0,0,0,2,7,716,1,21,491,0,0,0,0,0,0,10,928,12368
2,2025,'841370090',304,NO,KG,2122,43562,5115965,295,2937,122355,76,2476,450624,362,4292,282816,124,1899,2798114,187,3532,177105,284,1997,193576,128,5273,246397,191,4745,96978,187,2556,152320,108,1789,191473,91,7697,116877,89,4369,287330
2,2025,'841370090',305,NO,KG,3817,8703,44465,395,827,2650,3,138,1166,395,796,2544,640,914,7738,803,1612,5638,32,182,2214,25,153,2127,564,1145,4572,290,722,2651,108,548,4220,542,1583,8218,20,83,727
2,2025,'841370090',407,NO,KG,1,168,1465,1,168,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841370090',502,NO,KG,1,140,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140,880,0,0,0,0,0,0
2,2025,'841370090',612,NO,KG,1,75,647,0,0,0,1,75,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841381000',103,NO,KG,104143,121472,513751,9519,17177,132475,3554,6758,39567,7537,13283,50383,3200,6273,21311,13408,17053,65697,7557,4217,16273,1605,5933,19134,3523,6770,17484,21368,9010,36426,2803,8298,34864,28767,12247,34180,1302,14453,45957
2,2025,'841381000',105,NO,KG,1917437,675978,1926842,101601,49877,164324,36639,15884,56759,74529,37499,109481,83704,34144,102716,96384,41034,135992,71337,37557,90867,176854,57951,150072,359295,111747,282981,250211,79941,191039,206288,68709,196999,208819,72202,232723,251776,69433,212889
2,2025,'841381000',106,NO,KG,41392,80718,256320,3414,4050,20054,2392,5386,18201,2595,4943,19456,2903,8856,25163,4484,8865,23647,6763,11068,27921,2957,2689,11168,4418,15310,37220,1535,4028,20362,2563,9073,23014,5682,3716,17780,1686,2734,12334
2,2025,'841381000',108,NO,KG,1,1,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841381000',110,NO,KG,5997,4278,15778,743,724,3989,3630,1515,1544,798,665,2969,376,981,4275,425,244,583,0,0,0,13,120,1406,0,0,0,0,0,0,0,0,0,9,23,758,3,6,254
2,2025,'841381000',111,NO,KG,51294,26399,196928,1006,505,2750,2133,1387,24446,3091,4085,6881,15,912,3955,8241,2940,17301,5311,2885,16152,6898,2899,20703,2276,315,10444,7973,2622,17080,4814,1978,19371,2171,1406,4380,7365,4465,53465
2,2025,'841381000',112,NO,KG,466,798,21732,2,12,204,343,109,3124,18,274,3262,0,0,0,23,110,3297,0,0,0,26,102,4080,0,0,0,1,44,1630,18,61,2862,29,45,1671,6,41,1602
2,2025,'841381000',113,NO,KG,1177,1862,42703,122,161,1432,4,5,813,295,391,5269,0,0,0,2,7,286,7,45,5069,13,64,6905,114,338,5004,269,75,849,6,51,8368,199,347,6756,146,378,1952
2,2025,'841381000',117,NO,KG,2550,89,1595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550,89,1595,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841381000',118,NO,KG,2775,904,4628,1260,394,1819,1080,336,1528,360,112,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,549,0,0,0,74,42,233
2,2025,'841381000',120,NO,KG,3304,3264,77567,0,0,0,116,110,4218,216,204,7629,108,102,3831,225,216,7620,122,164,2908,0,0,0,190,266,4251,276,243,6352,424,501,10727,605,377,8393,1022,1081,21638
2,2025,'841381000',123,NO,KG,265,340,4068,2,13,241,0,0,0,0,0,0,15,8,208,0,0,0,0,0,0,16,20,472,5,83,385,221,121,1855,1,17,439,0,0,0,5,78,468
2,2025,'841381000',125,NO,KG,1,64,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,64,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841381000',143,NO,KG,58,47,3746,6,5,356,3,1,203,0,0,0,5,3,293,0,0,0,0,0,0,10,7,589,0,0,0,5,3,296,15,15,884,5,3,296,9,10,829
2,2025,'841381000',202,NO,KG,2,235,1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,235,1258
2,2025,'841381000',203,NO,KG,764,1645,132550,38,56,5648,18,123,14183,434,300,27010,103,44,5237,68,78,9330,7,47,7388,7,150,10489,11,93,9188,14,218,14558,30,137,16803,23,57,8573,11,342,4143
2,2025,'841381000',204,NO,KG,227,6247,89248,16,798,22582,53,2433,10707,39,1041,11703,15,107,1995,9,194,4998,14,240,3169,27,347,7882,12,90,2197,16,330,7874,9,199,5372,9,225,5742,8,243,5027
2,2025,'841381000',205,NO,KG,1479,10475,383935,123,1535,38987,45,501,11703,68,260,5576,203,725,12426,151,926,33722,131,492,27376,56,302,42688,126,470,10915,64,1481,49435,228,2603,128564,218,1001,18736,66,179,3807
2,2025,'841381000',206,NO,KG,61,356,35812,4,16,2063,3,24,2758,6,23,3008,4,11,1235,7,49,6434,9,44,5058,2,0,239,12,79,6225,1,6,689,7,55,5786,6,49,2317,0,0,0
2,2025,'841381000',207,NO,KG,73,3613,63499,6,56,4289,8,90,1140,3,1520,25179,7,45,2643,3,76,5394,1,25,943,1,36,2507,8,94,5153,4,86,2750,2,96,1846,2,56,1530,28,1433,10125
2,2025,'841381000',208,NO,KG,10,2010,25663,0,0,0,0,0,0,2,7,596,0,0,0,0,0,0,1,20,239,1,1973,24170,0,0,0,0,0,0,6,10,658,0,0,0,0,0,0
2,2025,'841381000',210,NO,KG,20695,100099,744878,5290,13882,83207,309,5074,46716,3715,13161,87744,4717,8421,63210,69,653,26073,1328,12883,69455,29,340,12376,732,6625,84052,2090,17845,119341,807,7137,46483,44,663,16036,1565,13415,90185
2,2025,'841381000',213,NO,KG,151337,56927,948529,6969,3092,37112,14983,6429,145574,11025,4189,81210,9995,3718,63706,9190,3464,42678,5115,2986,36859,15125,6201,82252,15856,4931,141890,6924,2479,32207,25207,7836,93415,7067,3539,87932,23881,8063,103694
2,2025,'841381000',215,NO,KG,691,623,51094,10,18,1087,14,39,1834,89,110,8183,9,92,6633,10,9,1066,41,95,5519,25,68,2754,13,21,1211,130,67,8369,5,2,1782,35,35,7311,310,67,5345
2,2025,'841381000',218,NO,KG,128,725,13314,20,86,1744,2,13,330,25,135,2581,11,115,1804,20,11,1807,21,86,1926,4,28,623,19,11,1730,0,0,0,6,240,769,0,0,0,0,0,0
2,2025,'841381000',220,NO,KG,9520,57083,1142034,617,2522,17188,1373,17442,125028,369,913,77626,1148,5494,54702,963,7819,138151,490,10195,105766,780,851,48775,655,1491,25350,1079,1302,129438,297,890,64532,465,866,200060,1284,7298,155418
2,2025,'841381000',222,NO,KG,1,20,1015,1,20,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841381000',223,NO,KG,152,194,3921,4,7,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,66,445,15,24,306,70,34,695,1,21,1377,40,42,826
2,2025,'841381000',225,NO,KG,448,2451,56719,3,97,574,48,322,6429,76,454,8876,5,55,717,22,111,2091,80,504,10142,35,155,6878,26,95,3156,6,56,871,26,48,3176,13,75,1748,108,479,12061
2,2025,'841381000',227,NO,KG,51,428,8193,22,69,946,9,61,1632,0,0,0,13,77,2408,1,46,202,2,69,600,1,39,1966,0,0,0,0,0,0,0,0,0,3,67,439,0,0,0
2,2025,'841381000',230,NO,KG,2,0,242,0,0,0,0,0,0,2,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841381000',231,NO,KG,761,1678,34114,2,12,259,17,3,435,18,5,656,49,149,10040,0,0,0,110,250,3572,17,3,438,0,0,0,26,7,873,0,0,0,0,0,0,522,1249,17841
2,2025,'841381000',234,NO,KG,18,432,8086,2,26,456,2,8,446,0,0,0,1,62,593,7,119,2980,0,0,0,0,0,0,0,0,0,2,40,498,0,0,0,0,0,0,4,177,3113
2,2025,'841381000',242,NO,KG,63,238,9358,0,0,0,0,0,0,0,0,0,19,91,1410,40,145,7648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,300,0,0,0
2,2025,'841381000',245,NO,KG,6794,22023,416080,11,5,1010,33,25,2345,20,111,2015,1200,3923,72343,2,11,597,770,2524,44919,106,369,7168,1251,4095,75715,243,833,15305,836,2646,51462,1692,5399,103200,630,2082,40001
2,2025,'841381000',302,NO,KG,54,1020,29065,0,0,0,0,0,0,0,0,0,3,41,222,2,46,571,2,4,1167,3,552,8700,0,0,0,0,0,0,27,351,12424,2,3,4151,15,23,1830
2,2025,'841381000',304,NO,KG,13793,44374,2571688,2293,7071,190215,454,2458,313537,1004,2331,129651,674,3090,219832,699,2865,213969,1468,6012,170824,970,3550,278425,1516,2472,82209,1187,3348,158697,1441,4203,236638,887,3965,326629,1200,3009,251062
2,2025,'841381000',305,NO,KG,380,2025,45830,14,20,719,28,615,2374,70,752,5841,40,81,2395,20,23,1147,43,93,1502,0,0,0,50,116,16836,37,94,7213,1,8,1390,32,150,4075,45,73,2338
2,2025,'841381000',527,NO,KG,800,227,353,0,0,0,800,227,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841381000',601,NO,KG,258,2453,15627,1,41,949,0,0,0,1,380,4345,0,0,0,254,2028,9978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,355
2,2025,'841382000',103,NO,KG,30,6810,10160,10,2270,3379,0,0,0,0,0,0,10,2270,3395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2270,3386
2,2025,'841382000',205,NO,KG,307,1303,184078,33,112,16374,41,146,21564,39,133,19984,16,72,8782,11,62,8029,59,313,42500,12,68,9575,19,140,19424,3,19,2427,16,15,3125,26,94,13027,32,129,19267
2,2025,'841382000',207,NO,KG,16,101,10455,0,0,0,0,0,0,0,0,0,2,22,1576,5,9,2651,0,0,0,1,20,828,0,0,0,0,0,0,2,26,1698,5,22,2893,1,2,809
2,2025,'841382000',213,NO,KG,4,65,2426,0,0,0,0,0,0,2,13,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,52,1108,0,0,0,0,0,0,0,0,0
2,2025,'841382000',227,NO,KG,336,2041,25103,0,0,0,0,0,0,0,0,0,0,0,0,192,1041,14296,144,1000,10807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'841382000',304,NO,KG,21,155,2458,0,0,0,6,49,705,0,0,0,0,0,0,0,0,0,10,72,1171,0,0,0,0,0,0,0,0,0,0,0,0,5,34,582,0,0,0
2,2025,'841391000',103,  ,KG,0,3282842,9118177,0,327669,810807,0,221225,604260,0,319494,920648,0,371980,1000765,0,329539,907014,0,324799,859466,0,295107,838581,0,190291,604924,0,280072,874997,0,241588,644297,0,169559,433273,0,211519,619145
