Exp or Imp,Year,HS,Country,Unit1,Unit2,Quantity1-Year,Quantity2-Year,Value-Year,Quantity1-Jan,Quantity2-Jan,Value-Jan,Quantity1-Feb,Quantity2-Feb,Value-Feb,Quantity1-Mar,Quantity2-Mar,Value-Mar,Quantity1-Apr,Quantity2-Apr,Value-Apr,Quantity1-May,Quantity2-May,Value-May,Quantity1-Jun,Quantity2-Jun,Value-Jun,Quantity1-Jul,Quantity2-Jul,Value-Jul,Quantity1-Aug,Quantity2-Aug,Value-Aug,Quantity1-Sep,Quantity2-Sep,Value-Sep,Quantity1-Oct,Quantity2-Oct,Value-Oct,Quantity1-Nov,Quantity2-Nov,Value-Nov,Quantity1-Dec,Quantity2-Dec,Value-Dec
2,2025,'840219000',231,NO,KG,535,435,6921,0,0,0,0,0,0,0,0,0,139,113,1750,246,201,2989,15,12,264,0,0,0,0,0,0,24,19,349,34,28,521,47,38,645,30,24,403
2,2025,'840220000',202,NO,KG,18,8242,66196,0,0,0,4,1800,10541,0,0,0,0,0,0,0,0,0,0,0,0,4,2048,17433,0,0,0,10,4394,38222,0,0,0,0,0,0,0,0,0
2,2025,'840220000',213,NO,KG,15,303,3055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,336,0,0,0,1,15,334,0,0,0,13,256,2385
2,2025,'840220000',220,NO,KG,1605,7202,44058,268,1341,7489,440,1813,10477,5,17,231,0,0,0,92,73,1209,200,1357,7801,0,0,0,400,2020,12456,100,281,2111,0,0,0,0,0,0,100,300,2284
2,2025,'840220000',231,NO,KG,20,16,245,0,0,0,0,0,0,0,0,0,0,0,0,20,16,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840290000',103,  ,KG,0,894770,869287,0,46,1210,0,0,0,0,260,6051,0,1010,4278,0,0,0,0,1120,2846,0,0,0,0,321424,332779,0,36,827,0,561724,484898,0,1440,23981,0,7710,12417
2,2025,'840290000',105,  ,KG,0,4198015,6046628,0,298587,247785,0,412722,539065,0,99695,64138,0,379975,334078,0,421502,773594,0,381537,357367,0,225638,283208,0,284467,295826,0,286542,796144,0,186289,149369,0,319635,306004,0,901426,1900050
2,2025,'840290000',106,  ,KG,0,173674,245271,0,343,1098,0,244,672,0,7801,12775,0,15293,22934,0,714,2334,0,16710,26525,0,19,289,0,291,887,0,54,662,0,215,628,0,106086,154599,0,25904,21868
2,2025,'840290000',110,  ,KG,0,665789,737495,0,405958,440573,0,26172,10992,0,77,275,0,88521,156774,0,140,606,0,0,0,0,31020,20646,0,111,413,0,6823,3257,0,215,902,0,39738,18903,0,67014,84154
2,2025,'840290000',111,  ,KG,0,1321,8209,0,0,0,0,0,0,0,0,0,0,295,1039,0,0,0,0,641,5456,0,241,959,0,0,0,0,0,0,0,0,0,0,0,0,0,144,755
2,2025,'840290000',117,  ,KG,0,171890,403458,0,0,0,0,0,0,0,54839,203513,0,3861,4582,0,113083,194560,0,0,0,0,0,0,0,0,0,0,107,803,0,0,0,0,0,0,0,0,0
2,2025,'840290000',123,  ,KG,0,154,2842,0,125,438,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840290000',203,  ,KG,0,165,2480,0,0,0,0,0,0,0,0,0,0,135,1803,0,0,0,0,0,0,0,0,0,0,12,208,0,0,0,0,0,0,0,0,0,0,18,469
2,2025,'840290000',204,  ,KG,0,143,5710,0,13,1787,0,0,0,0,2,208,0,0,0,0,0,0,0,0,0,0,105,426,0,9,673,0,0,0,0,4,343,0,10,2273,0,0,0
2,2025,'840290000',210,  ,KG,0,55,5801,0,0,0,0,0,0,0,0,0,0,55,5801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840290000',213,  ,KG,0,234,5068,0,0,0,0,19,1141,0,0,0,0,0,0,0,0,0,0,40,536,0,60,387,0,0,0,0,5,304,0,17,1119,0,1,263,0,92,1318
2,2025,'840290000',215,  ,KG,0,5,825,0,5,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840290000',220,  ,KG,0,29558,166458,0,572,3981,0,5208,23425,0,2818,18357,0,1475,10064,0,4866,24980,0,880,5994,0,1437,10178,0,69,1441,0,3594,18227,0,5401,31527,0,1905,12231,0,1333,6053
2,2025,'840290000',222,  ,KG,0,4755,31699,0,496,4455,0,2,271,0,0,0,0,0,0,0,0,0,0,3855,19737,0,0,0,0,234,4202,0,18,285,0,0,0,0,7,521,0,143,2228
2,2025,'840290000',223,  ,KG,0,9,346,0,0,0,0,0,0,0,0,0,0,9,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840290000',225,  ,KG,0,1524,26434,0,4,245,0,0,0,0,57,624,0,16,10313,0,793,4461,0,27,598,0,210,5923,0,209,1858,0,71,1517,0,0,0,0,0,0,0,137,895
2,2025,'840290000',234,  ,KG,0,49,802,0,0,0,0,0,0,0,0,0,0,1,483,0,48,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840290000',241,  ,KG,0,559,5074,0,0,0,0,0,0,0,0,0,0,252,1246,0,0,0,0,0,0,0,104,1241,0,0,0,0,88,1258,0,0,0,0,115,1329,0,0,0
2,2025,'840290000',242,  ,KG,0,299,2080,0,0,0,0,0,0,0,5,533,0,2,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,668,0,0,0,0,71,666
2,2025,'840290000',302,  ,KG,0,22,9708,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3538,0,14,5848,0,0,0
2,2025,'840290000',304,  ,KG,0,366,13587,0,0,0,0,38,2682,0,2,361,0,16,1109,0,22,485,0,175,2680,0,0,0,0,0,0,0,3,220,0,22,1362,0,10,719,0,78,3969
2,2025,'840290000',305,  ,KG,0,55,3180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,3180,0,0,0
2,2025,'840290000',551,  ,KG,0,8,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,623
2,2025,'840310000',103,NO,KG,59,12560,24646,0,0,0,0,0,0,11,11597,16000,1,46,548,0,0,0,1,146,5577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,771,2521
2,2025,'840310000',105,NO,KG,0,63934,17200,0,63934,17200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840310000',203,NO,KG,216,6330,36965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,6330,36965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840310000',207,NO,KG,0,2141,4341,0,2141,4341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840310000',210,NO,KG,1,19084,54265,1,19084,54265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840310000',213,NO,KG,12,245,2439,0,0,0,10,195,1931,0,0,0,0,0,0,0,0,0,1,20,219,0,0,0,0,0,0,0,0,0,0,0,0,1,30,289,0,0,0
2,2025,'840310000',215,NO,KG,67,81827,220855,0,0,0,11,10655,28336,0,0,0,0,0,0,5,11408,26278,11,9740,26263,10,10644,27828,0,0,0,0,0,0,3,5296,13077,9,10180,29826,18,23904,69247
2,2025,'840310000',220,NO,KG,3,11010,25774,2,5275,14129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5735,11645,0,0,0
2,2025,'840310000',223,NO,KG,2,32,451,2,32,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840310000',225,NO,KG,17,58802,170242,2,4528,21547,0,0,0,0,0,0,0,0,0,1,200,1253,0,0,0,1,4262,26423,3,5582,15171,1,1327,4133,2,25061,53142,6,16810,44472,1,1032,4101
2,2025,'840310000',245,NO,KG,1,8,293,0,0,0,0,0,0,0,0,0,0,0,0,1,8,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840310000',304,NO,KG,31,1588,7729,1,908,2951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,680,4778,0,0,0,0,0,0
2,2025,'840390000',105,  ,KG,0,4001,9818,0,0,0,0,3191,7732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,2086,0,0,0
2,2025,'840390000',106,  ,KG,0,1786,3914,0,222,470,0,222,470,0,0,0,0,0,0,0,0,0,0,338,782,0,0,0,0,222,469,0,0,0,0,0,0,0,682,1485,0,100,238
2,2025,'840390000',202,  ,KG,0,86,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,291,0,76,1050
2,2025,'840390000',207,  ,KG,0,135,6212,0,0,0,0,7,261,0,0,0,0,2,233,0,79,3476,0,9,387,0,0,0,0,0,0,0,23,716,0,15,1139,0,0,0,0,0,0
2,2025,'840390000',213,  ,KG,0,1466,15867,0,14,282,0,360,2848,0,40,225,0,269,2027,0,173,1405,0,0,0,0,350,2273,0,45,500,0,0,0,0,98,2071,0,63,3227,0,54,1009
2,2025,'840390000',215,  ,KG,0,253,1527,0,0,0,0,0,0,0,0,0,0,0,0,0,31,319,0,26,354,0,0,0,0,0,0,0,0,0,0,0,0,0,170,372,0,26,482
2,2025,'840390000',220,  ,KG,0,520,3360,0,136,831,0,0,0,0,120,806,0,0,0,0,126,823,0,138,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840390000',225,  ,KG,0,560,5744,0,132,1243,0,43,394,0,110,1145,0,42,502,0,0,0,0,95,1054,0,0,0,0,29,205,0,54,383,0,0,0,0,55,818,0,0,0
2,2025,'840390000',227,  ,KG,0,5,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840390000',231,  ,KG,0,288,10155,0,0,0,0,19,1113,0,0,0,0,0,0,0,55,1204,0,9,379,0,0,0,0,0,0,0,0,0,0,64,2758,0,120,3953,0,21,748
2,2025,'840410000',103,NO,KG,23,59684,97357,0,0,0,0,0,0,14,36500,21740,0,0,0,0,0,0,2,400,968,0,0,0,5,1930,872,0,0,0,0,0,0,1,14324,60677,1,6530,13100
2,2025,'840410000',105,NO,KG,55,587676,625269,4,27306,15780,2,9307,8314,8,138310,184228,4,58663,58451,2,8183,12120,2,8078,3190,2,1180,1203,3,131635,142094,0,0,0,17,112030,82835,1,1340,745,10,91644,116309
2,2025,'840410000',123,NO,KG,1,40,473,0,0,0,0,0,0,0,0,0,1,40,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840410000',203,NO,KG,4,30,267,0,0,0,0,0,0,0,0,0,0,0,0,4,30,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840410000',204,NO,KG,2,237,9879,1,147,6027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,3852
2,2025,'840410000',205,NO,KG,219,384,7945,10,15,318,0,0,0,0,0,0,0,0,0,73,126,2559,4,21,313,94,142,2996,19,23,590,8,12,290,0,0,0,11,45,879,0,0,0
2,2025,'840410000',207,NO,KG,30,36,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,36,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840410000',215,NO,KG,37,17756,564454,0,0,0,0,0,0,4,2210,62403,1,4800,41728,0,0,0,0,0,0,0,0,0,0,0,0,20,8390,352037,6,22,3129,0,0,0,6,2334,105157
2,2025,'840410000',220,NO,KG,1,658,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,658,1336,0,0,0
2,2025,'840410000',304,NO,KG,55,6689,119125,0,0,0,0,0,0,0,0,0,0,0,0,14,1814,25544,0,0,0,0,0,0,0,0,0,8,687,20749,0,0,0,32,4138,70504,1,50,2328
2,2025,'840420000',103,NO,KG,14,142935,313308,0,0,0,1,77133,116683,2,1843,8022,0,0,0,0,0,0,3,4189,21633,1,48644,113689,0,0,0,0,0,0,5,8466,39305,2,2660,13976,0,0,0
2,2025,'840420000',105,NO,KG,1,27410,42858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27410,42858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840420000',106,NO,KG,1,5,10676,0,0,0,0,0,0,0,0,0,1,5,10676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840420000',110,NO,KG,1,4000,6324,1,4000,6324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840420000',123,NO,KG,1,800,3154,0,0,0,0,0,0,0,0,0,1,800,3154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840420000',207,NO,KG,6,2340,10917,0,0,0,0,0,0,0,0,0,4,1600,6930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,740,3987
2,2025,'840490000',103,  ,KG,0,181614,132644,0,4,218,0,112,1648,0,692,1422,0,5369,51413,0,680,4509,0,568,3706,0,0,0,0,0,0,0,18,789,0,54573,30364,0,1781,5526,0,117817,33049
2,2025,'840490000',105,  ,KG,0,570759,438996,0,74263,116465,0,182090,74425,0,11418,26034,0,490,7897,0,57888,35269,0,76062,61344,0,98137,57630,0,2867,1299,0,27747,10888,0,17794,8498,0,3902,5071,0,18101,34176
2,2025,'840490000',106,  ,KG,0,733526,709868,0,25029,92654,0,244658,187557,0,38002,56446,0,0,0,0,0,0,0,41853,51602,0,111750,94309,0,0,0,0,111750,95368,0,160468,131704,0,16,228,0,0,0
2,2025,'840490000',110,  ,KG,0,53924,19343,0,21726,7703,0,31668,10186,0,0,0,0,0,0,0,490,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,217,0,0,0
2,2025,'840490000',111,  ,KG,0,75,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,918,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840490000',117,  ,KG,0,4,321,0,0,0,0,4,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840490000',118,  ,KG,0,52796,33069,0,0,0,0,0,0,0,0,0,0,52796,33069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840490000',123,  ,KG,0,8,342,0,8,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840490000',203,  ,KG,0,31,713,0,0,0,0,12,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,297
2,2025,'840490000',204,  ,KG,0,9,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,520,0,0,0
2,2025,'840490000',205,  ,KG,0,1336,25599,0,48,1074,0,258,4123,0,187,4300,0,170,3151,0,310,6500,0,38,669,0,5,266,0,30,597,0,4,203,0,14,406,0,7,1106,0,265,3204
2,2025,'840490000',210,  ,KG,0,9,531,0,0,0,0,0,0,0,9,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840490000',213,  ,KG,0,896,30768,0,0,0,0,13,275,0,44,1240,0,47,2417,0,221,4031,0,10,1233,0,51,2177,0,346,10705,0,83,5223,0,0,0,0,67,2202,0,14,1265
2,2025,'840490000',215,  ,KG,0,3035,132142,0,0,0,0,336,10632,0,82,2618,0,710,27178,0,73,2464,0,70,3439,0,157,9237,0,0,0,0,584,28750,0,51,2379,0,239,11959,0,733,33486
2,2025,'840490000',220,  ,KG,0,2178,10897,0,0,0,0,0,0,0,1150,5823,0,17,444,0,0,0,0,849,4302,0,0,0,0,0,0,0,0,0,0,0,0,0,162,328,0,0,0
2,2025,'840490000',222,  ,KG,0,988,7656,0,9,650,0,70,265,0,30,321,0,19,1374,0,250,1105,0,0,0,0,6,311,0,2,300,0,0,0,0,1,231,0,601,3099,0,0,0
2,2025,'840490000',225,  ,KG,0,7,1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1856,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840490000',227,  ,KG,0,2,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,231,0,0,0,0,0,0,0,0,0
2,2025,'840490000',304,  ,KG,0,2549,31804,0,0,0,0,3,492,0,1465,16523,0,36,766,0,76,3070,0,0,0,0,26,1085,0,40,1266,0,627,2997,0,82,4031,0,68,473,0,126,1101
2,2025,'840510000',105,NO,KG,230,212138,485848,12,344,3336,10,169,1589,0,0,0,67,474,8458,3,61,638,10,169,1483,1,8,1182,13,1899,10558,21,287,2896,13,207720,440814,38,461,8567,42,546,6327
2,2025,'840510000',106,NO,KG,823,4626,148447,199,831,31429,47,98,4155,20,52,1590,140,569,16271,97,585,21199,35,216,5137,20,195,4434,80,586,22419,56,406,10059,11,60,1622,35,469,12340,83,559,17792
2,2025,'840510000',123,NO,KG,2,512,1241,1,82,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,430,875,0,0,0,0,0,0
2,2025,'840510000',202,NO,KG,2,15051,106008,0,0,0,0,0,0,0,0,0,1,7541,50831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7510,55177,0,0,0,0,0,0
2,2025,'840510000',205,NO,KG,460,11086,437467,13,497,13017,27,1475,32070,12,891,17580,4,290,5638,337,3852,284709,20,754,19014,6,344,7638,13,680,13296,18,1666,28901,4,225,5947,4,252,6153,2,160,3504
2,2025,'840510000',210,NO,KG,9,820,13940,0,0,0,2,31,1180,2,96,1120,1,120,2004,0,0,0,1,178,2490,1,155,2478,0,0,0,0,0,0,0,0,0,1,120,2387,1,120,2281
2,2025,'840510000',213,NO,KG,1646,123068,766195,219,240,26229,4,8,749,2,8,764,229,258,26051,826,537,61750,151,154,13902,7,4578,67556,47,85,9072,140,87764,528662,16,29429,30851,0,0,0,5,7,609
2,2025,'840510000',220,NO,KG,29,1687,32569,1,24,1196,3,279,4505,0,0,0,5,203,4137,3,52,3909,1,43,744,3,262,2567,1,20,756,5,227,4527,4,407,7457,0,0,0,3,170,2771
2,2025,'840510000',236,NO,KG,1,28304,60314,0,0,0,0,0,0,0,0,0,0,0,0,1,28304,60314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840510000',302,NO,KG,45,28619,223676,2,28576,219724,0,0,0,0,0,0,43,43,3952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840510000',304,NO,KG,389,10841,977156,15,133,66768,6,58,15568,0,0,0,3,5,312,14,327,65267,20,3,27990,11,20,9677,29,9109,227758,99,291,242293,64,96,8946,101,573,187319,27,226,125258
2,2025,'840590000',103,  ,KG,0,2794,106594,0,41,1249,0,80,3765,0,98,3841,0,66,2847,0,100,3918,0,148,5637,0,286,10855,0,329,12700,0,212,7643,0,382,15127,0,295,13710,0,757,25302
2,2025,'840590000',105,  ,KG,0,42673,145399,0,0,0,0,11,278,0,0,0,0,2763,9026,0,0,0,0,19795,62409,0,0,0,0,0,0,0,46,1451,0,25,783,0,47,2082,0,19986,69370
2,2025,'840590000',106,  ,KG,0,750,26987,0,25,825,0,109,845,0,20,386,0,147,8157,0,0,0,0,155,3386,0,0,0,0,19,784,0,18,1438,0,48,1590,0,77,3352,0,132,6224
2,2025,'840590000',111,  ,KG,0,35,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,510,0,0,0,0,0,0
2,2025,'840590000',202,  ,KG,0,32,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,417,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840590000',205,  ,KG,0,2796,107167,0,164,2946,0,112,2346,0,913,75777,0,250,3017,0,299,3982,0,228,5096,0,0,0,0,176,1900,0,112,2833,0,514,6817,0,0,0,0,28,2453
2,2025,'840590000',207,  ,KG,0,106,5016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,431,0,0,0,0,0,0,0,73,4585,0,0,0
2,2025,'840590000',213,  ,KG,0,2921,9205,0,208,1116,0,0,0,0,58,824,0,42,456,0,35,496,0,15,221,0,0,0,0,360,1211,0,9,343,0,2193,4331,0,0,0,0,1,207
2,2025,'840590000',220,  ,KG,0,153,3972,0,0,0,0,28,541,0,0,0,0,6,457,0,0,0,0,0,0,0,42,477,0,0,0,0,39,743,0,13,833,0,25,921,0,0,0
2,2025,'840590000',222,  ,KG,0,1164,10470,0,647,4744,0,24,251,0,99,1136,0,40,524,0,145,969,0,0,0,0,32,287,0,45,595,0,59,994,0,53,565,0,0,0,0,20,405
2,2025,'840590000',227,  ,KG,0,5,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,223,0,0,0,0,0,0,0,0,0,0,0,0,0,4,241,0,0,0
2,2025,'840590000',236,  ,KG,0,228,3262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,3262,0,0,0,0,0,0,0,0,0
2,2025,'840590000',302,  ,KG,0,37,3792,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840590000',304,  ,KG,0,628,34523,0,108,6441,0,91,13568,0,131,3580,0,23,248,0,80,3015,0,144,5527,0,0,0,0,48,1810,0,0,0,0,0,0,0,0,0,0,3,334
2,2025,'840590000',504,  ,KG,0,6,348,0,6,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2025,'840682000',103,NO,KG,1,3975,30312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3975,30312,0,0,0,0,0,0,0,0,0
2,2025,'840682000',123,NO,KG,2,122330,375406,0,0,0,0,0,0,1,28180,118612,0,0,0,0,0,0,0,0,0,1,94150,256794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
