category,displayed_quantity_litres,official_2024_rate_sek_per_litre,mechanical_tax_sek,displayed_revenue_sek,reported_minus_mechanical_sek,reported_minus_mechanical_pct_of_reported,quantity_rounding_low_litres,quantity_rounding_high_litres,mechanical_rounding_low_sek,mechanical_rounding_high_sek,revenue_rounding_low_sek,revenue_rounding_high_sek,rounding_intervals_overlap,interpretation,source_url
high_concentration_e_liquid,14000,4040,56560000,60000000,3440000,5.733333,13500,14500,54540000,58580000,55000000,65000000,true,point estimates differ because table 7.5 displays quantity to thousand litres and revenue to SEK 0.01bn; intervals overlap,https://www.regeringen.se/contentassets/1ed01e00001b42e5ad8d47433db63ece/berakningskonventioner_2026.pdf
regular_e_liquid,12000,2020,24240000,20000000,-4240000,-21.2,11500,12500,23230000,25250000,15000000,25000000,true,point estimates differ because table 7.5 displays quantity to thousand litres and revenue to SEK 0.01bn; intervals overlap,https://www.regeringen.se/contentassets/1ed01e00001b42e5ad8d47433db63ece/berakningskonventioner_2026.pdf
total_e_liquid,26000,weighted_by_category,80800000,80000000,-800000,-1.0,25000,27000,77770000,83830000,70000000,90000000,true,total point estimate is within 1% of displayed revenue; combined component rounding intervals overlap,https://www.regeringen.se/contentassets/1ed01e00001b42e5ad8d47433db63ece/berakningskonventioner_2026.pdf
