year,cn8,scope,douane_known_non_eu_origin_import_eur,douane_indeterminate_origin_import_eur,douane_eu27_or_fr_origin_import_eur,eurostat_direct_extra_eu_import_eur,eurostat_intra_eu_consignment_import_eur,eurostat_world_import_eur,eurostat_parts_reconciliation_gap_eur,origin_vs_direct_extra_classification_gap_eur,route_interpretation,source_url
2025,85434000,core_devices,165047467,162461,26355022,152091329,39433982,191525311,0,13118599,National imports use origin; harmonised extra-EU imports use origin and intra-EU imports use Member State of consignment. The classification gap is not an exact re-routing amount.,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?freq=A&reporter=FR&partner=WORLD&partner=INT_EU27_2020&partner=EXT_EU27_2020&product=85434000&product=24041200&product=24041910&product=24041990&flow=1&flow=2&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG&indicators=SUPPLEMENTARY_QUANTITY&time=2025&lang=en
2025,24041200,broad_nicotine_inhalation_proxy,146262735,30507,9366643,60234155,95359068,155593223,0,86059087,National imports use origin; harmonised extra-EU imports use origin and intra-EU imports use Member State of consignment. The classification gap is not an exact re-routing amount.,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?freq=A&reporter=FR&partner=WORLD&partner=INT_EU27_2020&partner=EXT_EU27_2020&product=85434000&product=24041200&product=24041910&product=24041990&flow=1&flow=2&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG&indicators=SUPPLEMENTARY_QUANTITY&time=2025&lang=en
2025,24041910,broad_nicotine_free_tobacco_substitute_inhalation_proxy,15164,10630,0,25794,0,25794,0,0,National imports use origin; harmonised extra-EU imports use origin and intra-EU imports use Member State of consignment. The classification gap is not an exact re-routing amount.,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?freq=A&reporter=FR&partner=WORLD&partner=INT_EU27_2020&partner=EXT_EU27_2020&product=85434000&product=24041200&product=24041910&product=24041990&flow=1&flow=2&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG&indicators=SUPPLEMENTARY_QUANTITY&time=2025&lang=en
2025,24041990,broad_other_substitute_inhalation_proxy,14487578,14253,2187521,14138258,2548545,16686803,0,363573,National imports use origin; harmonised extra-EU imports use origin and intra-EU imports use Member State of consignment. The classification gap is not an exact re-routing amount.,https://ec.europa.eu/eurostat/api/comext/dissemination/statistics/1.0/data/DS-045409?freq=A&reporter=FR&partner=WORLD&partner=INT_EU27_2020&partner=EXT_EU27_2020&product=85434000&product=24041200&product=24041910&product=24041990&flow=1&flow=2&indicators=VALUE_IN_EUROS&indicators=QUANTITY_IN_100KG&indicators=SUPPLEMENTARY_QUANTITY&time=2025&lang=en
