YearMonth/AnnéeMois,HS10,Country/Pays,Province,State/État,Value/Valeur,Quantity/Quantité,Unit of Measure/Unité de Mesure
202503,2404120000,CN,BC,,1512010,30185,KGM
202503,2404120000,CN,ON,,20906380,328205,KGM
202503,2404120000,CN,QC,,77389,386,KGM
202503,2404120000,DE,BC,,17,1,KGM
202503,2404120000,FR,BC,,84,2,KGM
202503,2404120000,FR,QC,,129,1,KGM
202503,2404120000,GB,BC,,37,1,KGM
202503,2404120000,GB,ON,,40,1,KGM
202503,2404120000,GB,QC,,231,2,KGM
202503,2404120000,HK,BC,,105,3,KGM
202503,2404120000,HK,ON,,75188,748,KGM
202503,2404120000,HK,QC,,141,1,KGM
202503,2404120000,JP,BC,,558,4,KGM
202503,2404120000,JP,QC,,89,2,KGM
202503,2404120000,SE,ON,,172,1,KGM
202503,2404120000,TW,ON,,4,0,KGM
202503,2404120000,TW,QC,,54,1,KGM
202503,2404120000,US,BC,US,2438,32,KGM
202503,2404120000,US,ON,CA,16873,317,KGM
202503,2404120000,US,ON,DC,146525,388,KGM
202503,2404120000,US,ON,MD,4,0,KGM
202503,2404120000,US,ON,US,1026,8,KGM
202503,2404120000,US,QC,TX,13533,304,KGM
202503,2404120000,US,QC,US,1081,11,KGM
202503,2404190000,CN,ON,,80668,589,KGM
202503,2404190000,GB,QC,,98,1,KGM
202503,2404190000,US,BC,CA,190,3,KGM
202503,2404190000,US,QC,FL,72,2,KGM
202503,8543400010,CN,AB,,3500,645,NMB
202503,8543400010,CN,BC,,1088707,124866,NMB
202503,8543400010,CN,ON,,37856,4830,NMB
202503,8543400010,CN,QC,,25506,3038,NMB
202503,8543400010,US,BC,US,204,15,NMB
202503,8543400010,US,QC,US,340,10,NMB
202503,8543400090,CN,AB,,2080,3500,NMB
202503,8543400090,CN,BC,,691451,225044,NMB
202503,8543400090,CN,MB,,111059,1856,NMB
202503,8543400090,CN,ON,,4704267,782404,NMB
202503,8543400090,CN,QC,,68801,22812,NMB
202503,8543400090,FI,ON,,5747,20,NMB
202503,8543400090,GB,ON,,1471,38,NMB
202503,8543400090,MY,ON,,159271,3180,NMB
202503,8543400090,US,BC,MI,115,1,NMB
202503,8543400090,US,BC,NY,717,2000,NMB
202503,8543400090,US,ON,CA,14,1,NMB
202503,8543400090,US,ON,IL,760,9,NMB
202503,8543400090,US,ON,MI,79,1,NMB
202503,8543400090,US,ON,NY,6,2,NMB
202503,8543400090,US,QC,FL,19,12,NMB
202504,2404120000,CN,BC,,909230,24428,KGM
202504,2404120000,CN,ON,,26374882,418608,KGM
202504,2404120000,CN,QC,,44452,261,KGM
202504,2404120000,DE,BC,,28,1,KGM
202504,2404120000,FR,BC,,183,1,KGM
202504,2404120000,FR,QC,,33,1,KGM
202504,2404120000,GB,BC,,37,2,KGM
202504,2404120000,GB,QC,,57,1,KGM
202504,2404120000,HK,BC,,282,1,KGM
202504,2404120000,HK,ON,,52003,334,KGM
202504,2404120000,HK,QC,,10,1,KGM
202504,2404120000,JP,BC,,382,3,KGM
202504,2404120000,JP,QC,,53,1,KGM
202504,2404120000,MY,AB,,1278,7,KGM
202504,2404120000,MY,ON,,33,1,KGM
202504,2404120000,SE,QC,,51,1,KGM
202504,2404120000,US,BC,US,1361,19,KGM
202504,2404120000,US,ON,CA,18283,180,KGM
202504,2404120000,US,ON,NY,19211,171,KGM
202504,2404120000,US,ON,US,316,1,KGM
202504,2404120000,US,QC,US,1190,9,KGM
202504,2404190000,CN,ON,,24456,339,KGM
202504,2404190000,US,BC,US,43,1,KGM
202504,2404190000,US,ON,US,26,1,KGM
202504,2404190000,US,QC,US,45,2,KGM
202504,8543400010,CN,AB,,8123,1970,NMB
202504,8543400010,CN,BC,,99442,20159,NMB
202504,8543400010,CN,ON,,74856,11745,NMB
202504,8543400010,CN,QC,,35070,316,NMB
202504,8543400010,FR,QC,,15,1,NMB
202504,8543400010,HK,ON,,64060,5070,NMB
202504,8543400010,TW,BC,,139,5,NMB
202504,8543400010,US,BC,US,526,24,NMB
202504,8543400010,US,ON,US,19,1,NMB
202504,8543400010,US,QC,US,429,28,NMB
202504,8543400090,CN,AB,,20829,13283,NMB
202504,8543400090,CN,BC,,376880,109078,NMB
202504,8543400090,CN,MB,,91734,2230,NMB
202504,8543400090,CN,ON,,2853558,731964,NMB
202504,8543400090,CN,QC,,193910,55000,NMB
202504,8543400090,DE,BC,,32100,84,NMB
202504,8543400090,GB,QC,,28,1,NMB
202504,8543400090,HK,ON,,25518,3700,NMB
202504,8543400090,IN,BC,,8,1,NMB
202504,8543400090,KR,ON,,1710,20,NMB
202504,8543400090,MY,ON,,75558,1500,NMB
202504,8543400090,US,BC,NC,691,2,NMB
202504,8543400090,US,BC,NY,368,17,NMB
202504,8543400090,US,ON,NY,1,1,NMB
202505,2404120000,CN,AB,,158295,3373,KGM
202505,2404120000,CN,BC,,2684211,40249,KGM
202505,2404120000,CN,ON,,25135534,416435,KGM
202505,2404120000,CN,QC,,58060,288,KGM
202505,2404120000,DE,QC,,366,4,KGM
202505,2404120000,GB,BC,,28,1,KGM
202505,2404120000,GB,MB,,74,0,KGM
202505,2404120000,GB,ON,,364,2,KGM
202505,2404120000,HK,BC,,230,2,KGM
202505,2404120000,HK,ON,,82100,933,KGM
202505,2404120000,JP,BC,,175,1,KGM
202505,2404120000,SE,BC,,55,1,KGM
202505,2404120000,TW,BC,,89,2,KGM
202505,2404120000,TW,QC,,88,2,KGM
202505,2404120000,US,BC,CA,1568,12,KGM
202505,2404120000,US,BC,US,1703,20,KGM
202505,2404120000,US,ON,CA,1861,64,KGM
202505,2404120000,US,ON,NY,12957,254,KGM
202505,2404120000,US,ON,US,398,3,KGM
202505,2404120000,US,QC,US,1726,19,KGM
202505,2404190000,CN,ON,,29877,749,KGM
202505,2404190000,CN,QC,,3141,100,KGM
202505,2404190000,GB,QC,,137,1,KGM
202505,2404190000,US,QC,US,167,1,KGM
202505,8543400010,CN,BC,,40777,13130,NMB
202505,8543400010,CN,ON,,134307,19367,NMB
202505,8543400010,CN,QC,,114942,2748,NMB
202505,8543400010,GB,QC,,3,1,NMB
202505,8543400090,CA,BC,,96,2,NMB
202505,8543400090,CN,AB,,33319,11009,NMB
202505,8543400090,CN,BC,,391081,165310,NMB
202505,8543400090,CN,MB,,83437,7297,NMB
202505,8543400090,CN,ON,,9049551,925315,NMB
202505,8543400090,CN,QC,,117045,50633,NMB
202505,8543400090,DE,BC,,25140,60,NMB
202505,8543400090,DE,MB,,1207,3,NMB
202505,8543400090,FI,ON,,16657,55,NMB
202505,8543400090,FR,QC,,1216,107,NMB
202505,8543400090,GB,BC,,18,1,NMB
202505,8543400090,GB,QC,,82,2,NMB
202505,8543400090,HK,ON,,3729,497,NMB
202505,8543400090,MY,ON,,13976,228,NMB
202505,8543400090,US,BC,WA,14,2,NMB
202505,8543400090,US,MB,NC,39,1,NMB
202505,8543400090,US,ON,CA,10,4,NMB
202505,8543400090,US,ON,FL,14,1,NMB
202505,8543400090,US,ON,IL,14597,602,NMB
202505,8543400090,US,ON,MI,67491,25600,NMB
202505,8543400090,US,ON,TX,18007,82,NMB
202505,8543400090,US,ON,WI,348,1,NMB
202506,2404120000,AT,BC,,43,1,KGM
202506,2404120000,CN,AB,,164644,2401,KGM
202506,2404120000,CN,BC,,1408395,25574,KGM
202506,2404120000,CN,ON,,19069091,357793,KGM
202506,2404120000,CN,QC,,58968,293,KGM
202506,2404120000,DE,BC,,82,2,KGM
202506,2404120000,DE,QC,,156,1,KGM
202506,2404120000,FR,BC,,42,2,KGM
202506,2404120000,FR,QC,,287,2,KGM
202506,2404120000,HK,BC,,440,3,KGM
202506,2404120000,HK,ON,,130797,2165,KGM
202506,2404120000,HK,QC,,72,1,KGM
202506,2404120000,JP,BC,,106,1,KGM
202506,2404120000,JP,QC,,75,2,KGM
202506,2404120000,PL,BC,,7312,54,KGM
202506,2404120000,PL,QC,,1315,20,KGM
202506,2404120000,SE,BC,,149,1,KGM
202506,2404120000,SE,QC,,98,1,KGM
202506,2404120000,US,BC,CA,4834,54,KGM
202506,2404120000,US,BC,US,2967,30,KGM
202506,2404120000,US,ON,CA,3411,102,KGM
202506,2404120000,US,ON,FL,4731,68,KGM
202506,2404120000,US,ON,NY,10609,401,KGM
202506,2404120000,US,ON,US,782,4,KGM
202506,2404120000,US,QC,US,2203,26,KGM
202506,2404190000,CN,ON,,6477,147,KGM
202506,2404190000,GB,ON,,38,2,KGM
202506,2404190000,US,QC,US,204,1,KGM
202506,8543400010,CN,BC,,270577,49083,NMB
202506,8543400010,CN,ON,,453806,78648,NMB
202506,8543400010,NL,QC,,66,2,NMB
202506,8543400010,US,BC,US,142,9,NMB
202506,8543400010,US,QC,US,385,17,NMB
202506,8543400090,CN,AB,,12698,14076,NMB
202506,8543400090,CN,BC,,622690,196635,NMB
202506,8543400090,CN,MB,,230477,4961,NMB
202506,8543400090,CN,ON,,7389956,738359,NMB
202506,8543400090,CN,QC,,327082,94401,NMB
202506,8543400090,FR,QC,,79,1,NMB
202506,8543400090,GB,ON,,206,1,NMB
202506,8543400090,GB,QC,,1669,3,NMB
202506,8543400090,HK,ON,,739,91,NMB
202506,8543400090,MY,ON,,10386,260,NMB
202506,8543400090,US,AB,CA,55,25,NMB
202506,8543400090,US,MB,CA,274,3,NMB
202506,8543400090,US,ON,NY,50,1,NMB
202506,8543400090,US,ON,TX,86,1,NMB
202506,8543400090,US,ON,VA,1368,100,NMB
202506,8543400090,US,ON,WA,1714,8,NMB
202506,8543400090,US,QC,AZ,55,1,NMB
202506,8543400090,US,QC,CO,5515,4,NMB
202506,8543400090,US,QC,US,237,1,NMB
202507,2404120000,CA,ON,,82,0,KGM
202507,2404120000,CN,AB,,209262,3717,KGM
202507,2404120000,CN,BC,,3471838,67125,KGM
202507,2404120000,CN,ON,,17809574,329925,KGM
202507,2404120000,CN,QC,,136080,11489,KGM
202507,2404120000,DE,BC,,486,4,KGM
202507,2404120000,DE,QC,,91,2,KGM
202507,2404120000,FR,BC,,271,2,KGM
202507,2404120000,GB,BC,,74,1,KGM
202507,2404120000,GB,QC,,408,4,KGM
202507,2404120000,HK,ON,,44874,406,KGM
202507,2404120000,MY,AB,,20,1,KGM
202507,2404120000,PL,BC,,7366,43,KGM
202507,2404120000,SE,BC,,80,2,KGM
202507,2404120000,TW,BC,,44,1,KGM
202507,2404120000,US,BC,US,3059,33,KGM
202507,2404120000,US,ON,CA,17439,191,KGM
202507,2404120000,US,ON,FL,3612,68,KGM
202507,2404120000,US,ON,US,571,4,KGM
202507,2404120000,US,QC,US,1543,21,KGM
202507,2404190000,CN,ON,,3305,86,KGM
202507,2404190000,CN,QC,,5675,230,KGM
202507,2404190000,US,QC,US,264,2,KGM
202507,8543400010,CN,BC,,33228,15200,NMB
202507,8543400010,CN,ON,,95186,24795,NMB
202507,8543400010,CN,QC,,57386,1142,NMB
202507,8543400010,HK,ON,,26761,1709,NMB
202507,8543400010,US,ON,US,415,14,NMB
202507,8543400010,US,QC,US,581,17,NMB
202507,8543400090,CN,AB,,30389,3025,NMB
202507,8543400090,CN,BC,,492924,81670,NMB
202507,8543400090,CN,MB,,190272,4021,NMB
202507,8543400090,CN,ON,,6555191,833521,NMB
202507,8543400090,CN,QC,,117130,31573,NMB
202507,8543400090,CN,SK,,3430,2603,NMB
202507,8543400090,DE,BC,,23520,72,NMB
202507,8543400090,FR,QC,,154,2,NMB
202507,8543400090,HK,ON,,24584,3346,NMB
202507,8543400090,JP,QC,,42,1,NMB
202507,8543400090,KR,QC,,135828,20000,NMB
202507,8543400090,US,BC,WI,1593,12,NMB
202507,8543400090,US,ON,CA,6,4,NMB
202507,8543400090,US,ON,MI,391,24,NMB
202507,8543400090,US,ON,NY,221,5,NMB
202507,8543400090,US,ON,TX,201,3,NMB
202507,8543400090,US,QC,US,24,1,NMB
202508,2404120000,CN,AB,,147212,2984,KGM
202508,2404120000,CN,BC,,3479898,63914,KGM
202508,2404120000,CN,ON,,20325920,386456,KGM
202508,2404120000,CN,QC,,98078,662,KGM
202508,2404120000,GB,QC,,93,1,KGM
202508,2404120000,HK,ON,,68280,980,KGM
202508,2404120000,HK,QC,,102,1,KGM
202508,2404120000,JP,BC,,112,2,KGM
202508,2404120000,JP,QC,,21,1,KGM
202508,2404120000,TW,BC,,74,2,KGM
202508,2404120000,US,AB,CA,1581,45,KGM
202508,2404120000,US,BC,US,2392,27,KGM
202508,2404120000,US,ON,CA,22841,199,KGM
202508,2404120000,US,ON,IL,6770,132,KGM
202508,2404120000,US,ON,US,66,1,KGM
202508,2404120000,US,QC,US,1061,9,KGM
202508,2404190000,CN,ON,,29797,595,KGM
202508,2404190000,GB,BC,,87,0,KGM
202508,2404190000,GB,MB,,37,0,KGM
202508,2404190000,NZ,ON,,179,2,KGM
202508,2404190000,US,BC,US,21,1,KGM
202508,2404190000,US,QC,NV,52,1,KGM
202508,8543400010,CN,BC,,131714,30709,NMB
202508,8543400010,CN,ON,,516,2,NMB
202508,8543400010,FR,ON,,3896,3,NMB
202508,8543400010,GB,BC,,229,4,NMB
202508,8543400010,GB,ON,,189,7,NMB
202508,8543400010,HK,BC,,58,1,NMB
202508,8543400010,HK,ON,,32981,12000,NMB
202508,8543400010,US,BC,US,65,2,NMB
202508,8543400010,US,QC,US,142,12,NMB
202508,8543400090,CA,QC,,218,1,NMB
202508,8543400090,CN,AB,,7939,7699,NMB
202508,8543400090,CN,BC,,609838,156988,NMB
202508,8543400090,CN,MB,,109034,2767,NMB
202508,8543400090,CN,ON,,6101879,1016006,NMB
202508,8543400090,CN,QC,,174341,35698,NMB
202508,8543400090,CN,SK,,29822,1118,NMB
202508,8543400090,HK,ON,,13988,1979,NMB
202508,8543400090,ID,BC,,14527,2844,NMB
202508,8543400090,ID,ON,,70655,30000,NMB
202508,8543400090,IN,AB,,2,1,NMB
202508,8543400090,MY,ON,,95093,990,NMB
202508,8543400090,US,BC,CA,132,1,NMB
202508,8543400090,US,MB,TX,16727,138,NMB
202508,8543400090,US,ON,CA,122,1,NMB
202508,8543400090,US,ON,MI,334,18,NMB
202508,8543400090,US,ON,NY,590,11,NMB
202509,2404120000,CH,ON,,12,0,KGM
202509,2404120000,CN,AB,,68770,1650,KGM
202509,2404120000,CN,BC,,2909964,71059,KGM
202509,2404120000,CN,ON,,21311456,429566,KGM
202509,2404120000,CN,QC,,202305,16988,KGM
202509,2404120000,DE,QC,,197,1,KGM
202509,2404120000,FR,BC,,21,1,KGM
202509,2404120000,FR,QC,,17,1,KGM
202509,2404120000,GB,QC,,11,1,KGM
202509,2404120000,HK,BC,,131,1,KGM
202509,2404120000,HK,ON,,5079,178,KGM
202509,2404120000,IN,ON,,3,0,KGM
202509,2404120000,JP,BC,,19,0,KGM
202509,2404120000,JP,QC,,701,5,KGM
202509,2404120000,TW,BC,,50,1,KGM
202509,2404120000,US,BC,US,515,10,KGM
202509,2404120000,US,ON,DC,141485,427,KGM
202509,2404120000,US,ON,FL,5511,77,KGM
202509,2404120000,US,ON,NY,4875,60,KGM
202509,2404120000,US,ON,US,9,0,KGM
202509,2404120000,US,ON,VA,196,2,KGM
202509,2404120000,US,QC,US,895,16,KGM
202509,2404190000,CN,BC,,8,0,KGM
202509,2404190000,CN,ON,,21647,673,KGM
202509,2404190000,US,ON,MI,75,1,KGM
202509,8543400010,AT,BC,,69,1,NMB
202509,8543400010,CA,QC,,150,9,NMB
202509,8543400010,CN,BC,,80969,12588,NMB
202509,8543400010,CN,ON,,112371,13842,NMB
202509,8543400010,CN,QC,,86080,7776,NMB
202509,8543400010,FR,QC,,4602,2,NMB
202509,8543400010,GB,QC,,17353,108,NMB
202509,8543400010,HK,ON,,94946,28245,NMB
202509,8543400010,US,ON,NY,3440,79,NMB
202509,8543400010,US,QC,US,57,3,NMB
202509,8543400090,CA,ON,,60,10,NMB
202509,8543400090,CN,AB,,189835,37000,NMB
202509,8543400090,CN,BC,,868137,246217,NMB
202509,8543400090,CN,MB,,66458,1042,NMB
202509,8543400090,CN,ON,,3973676,824170,NMB
202509,8543400090,CN,QC,,79913,16407,NMB
202509,8543400090,CN,SK,,3436,1382,NMB
202509,8543400090,DE,BC,,13613,42,NMB
202509,8543400090,DE,ON,,58209,241,NMB
202509,8543400090,FI,ON,,16217,50,NMB
202509,8543400090,FR,QC,,90,2,NMB
202509,8543400090,ID,BC,,76547,54971,NMB
202509,8543400090,ID,ON,,102420,6454,NMB
202509,8543400090,MY,ON,,29242,302,NMB
202509,8543400090,SE,ON,,6,1,NMB
202509,8543400090,US,MB,IL,7,1,NMB
202509,8543400090,US,ON,FL,3416,365,NMB
202509,8543400090,US,ON,MI,2123,86,NMB
202509,8543400090,US,ON,NY,14,2,NMB
202509,8543400090,US,ON,OH,12256,46,NMB
202509,8543400090,US,ON,PA,345,2,NMB
202510,2404120000,AT,BC,,50,1,KGM
202510,2404120000,CN,BC,,3179715,57614,KGM
202510,2404120000,CN,ON,,24759154,625492,KGM
202510,2404120000,DE,BC,,20,1,KGM
202510,2404120000,FR,BC,,160,2,KGM
202510,2404120000,FR,ON,,75016,1180,KGM
202510,2404120000,GB,ON,,81,3,KGM
202510,2404120000,GB,QC,,78,1,KGM
202510,2404120000,HK,BC,,20,1,KGM
202510,2404120000,JP,BC,,55,2,KGM
202510,2404120000,SE,QC,,105,12,KGM
202510,2404120000,TW,QC,,112,1,KGM
202510,2404120000,US,AB,CA,3808,88,KGM
202510,2404120000,US,BC,US,2581,28,KGM
202510,2404120000,US,ON,DC,63432,201,KGM
202510,2404120000,US,ON,FL,6,0,KGM
202510,2404120000,US,ON,NY,12453,327,KGM
202510,2404120000,US,ON,VA,199,8,KGM
202510,2404120000,US,QC,FL,60,5,KGM
202510,2404120000,US,QC,US,817,9,KGM
202510,2404190000,CN,ON,,8781,261,KGM
202510,2404190000,CN,QC,,7,0,KGM
202510,2404190000,DK,BC,,6,1,KGM
202510,2404190000,GB,BC,,111,6,KGM
202510,2404190000,SE,BC,,324,41,KGM
202510,2404190000,US,ON,IL,107,1,KGM
202510,2404190000,US,ON,MI,25,0,KGM
202510,2404190000,US,ON,NY,65,3,KGM
202510,8543400010,CN,BC,,28370,6617,NMB
202510,8543400010,CN,ON,,146456,21333,NMB
202510,8543400010,HK,ON,,44531,5036,NMB
202510,8543400010,US,QC,US,58,0,NMB
202510,8543400090,CN,AB,,473298,215307,NMB
202510,8543400090,CN,BC,,395252,114460,NMB
202510,8543400090,CN,MB,,137419,1871,NMB
202510,8543400090,CN,ON,,5064362,668092,NMB
202510,8543400090,CN,QC,,1777,926,NMB
202510,8543400090,CN,SK,,11543,5329,NMB
202510,8543400090,DE,BC,,35316,156,NMB
202510,8543400090,DE,ON,,3947,23,NMB
202510,8543400090,FR,ON,,137,24,NMB
202510,8543400090,GB,ON,,30,2,NMB
202510,8543400090,MY,ON,,110291,1957,NMB
202510,8543400090,US,BC,AZ,14840,8000,NMB
202510,8543400090,US,BC,CA,2,1,NMB
202510,8543400090,US,BC,NJ,1019,9,NMB
202510,8543400090,US,BC,TN,3488,25,NMB
202510,8543400090,US,BC,US,34,1,NMB
202510,8543400090,US,ON,CA,5,1,NMB
202510,8543400090,US,ON,IL,348,3,NMB
202510,8543400090,US,ON,MI,1609,66,NMB
202510,8543400090,US,ON,NC,68,2,NMB
202510,8543400090,US,ON,NY,334,26,NMB
202511,2404120000,AT,QC,,8,0,KGM
202511,2404120000,CN,AB,,297171,4514,KGM
202511,2404120000,CN,BC,,2847145,54196,KGM
202511,2404120000,CN,ON,,24344115,458217,KGM
202511,2404120000,CN,QC,,84055,897,KGM
202511,2404120000,DE,QC,,49,1,KGM
202511,2404120000,FR,QC,,11,0,KGM
202511,2404120000,HK,BC,,43,1,KGM
202511,2404120000,SE,BC,,25,1,KGM
202511,2404120000,US,BC,CA,2532,32,KGM
202511,2404120000,US,BC,FL,9,0,KGM
202511,2404120000,US,BC,US,967,18,KGM
202511,2404120000,US,ON,CA,4863,43,KGM
202511,2404120000,US,ON,FL,9,0,KGM
202511,2404120000,US,ON,NY,52042,1799,KGM
202511,2404120000,US,QC,FL,6,0,KGM
202511,2404120000,US,QC,US,792,11,KGM
202511,2404190000,CN,ON,,10575,318,KGM
202511,2404190000,CN,QC,,10531,360,KGM
202511,2404190000,SE,ON,,4,0,KGM
202511,2404190000,US,BC,NY,1213,14,KGM
202511,2404190000,US,BC,US,60,1,KGM
202511,8543400010,CN,BC,,197726,37146,NMB
202511,8543400010,CN,ON,,74396,10547,NMB
202511,8543400010,CN,QC,,25506,1418,NMB
202511,8543400010,DE,QC,,120,2,NMB
202511,8543400010,JP,QC,,131,2,NMB
202511,8543400010,US,BC,US,246,14,NMB
202511,8543400010,US,ON,NY,20479,3592,NMB
202511,8543400010,US,ON,US,274,10,NMB
202511,8543400010,US,QC,US,284,28,NMB
202511,8543400090,CH,ON,,70,20,NMB
202511,8543400090,CN,AB,,99142,9291,NMB
202511,8543400090,CN,BC,,778892,299537,NMB
202511,8543400090,CN,MB,,158695,2032,NMB
202511,8543400090,CN,ON,,6381032,831547,NMB
202511,8543400090,CN,QC,,119755,26512,NMB
202511,8543400090,DE,ON,,74504,279,NMB
202511,8543400090,FR,ON,,136,24,NMB
202511,8543400090,FR,QC,,207,2,NMB
202511,8543400090,GB,ON,,44,6,NMB
202511,8543400090,GB,QC,,123,4,NMB
202511,8543400090,ID,BC,,53969,64719,NMB
202511,8543400090,ID,QC,,432,1,NMB
202511,8543400090,IT,MB,,61,383,NMB
202511,8543400090,LK,ON,,442,1,NMB
202511,8543400090,MY,ON,,11293,702,NMB
202511,8543400090,TD,BC,,168,1,NMB
202511,8543400090,US,AB,NV,10008,1960,NMB
202511,8543400090,US,BC,CA,21,10,NMB
202511,8543400090,US,ON,CA,1809,71,NMB
202511,8543400090,US,ON,MI,1313,52,NMB
202511,8543400090,US,ON,NY,110,4,NMB
202511,8543400090,US,QC,US,80,1,NMB
202512,2404120000,CN,BC,,2700987,42418,KGM
202512,2404120000,CN,ON,,27407603,525431,KGM
202512,2404120000,DE,BC,,215,2,KGM
202512,2404120000,DE,QC,,259,2,KGM
202512,2404120000,FR,QC,,8,0,KGM
202512,2404120000,GB,BC,,17,1,KGM
202512,2404120000,GB,ON,,11549,231,KGM
202512,2404120000,HK,BC,,111,1,KGM
202512,2404120000,HK,ON,,33153,265,KGM
202512,2404120000,PL,BC,,16189,123,KGM
202512,2404120000,PL,ON,,3059,45,KGM
202512,2404120000,SE,QC,,77,1,KGM
202512,2404120000,TW,BC,,39,1,KGM
202512,2404120000,TW,QC,,19,1,KGM
202512,2404120000,US,BC,US,1290,14,KGM
202512,2404120000,US,ON,CA,15266,231,KGM
202512,2404120000,US,ON,DC,420299,1860,KGM
202512,2404120000,US,ON,FL,2841,45,KGM
202512,2404120000,US,ON,NY,4394,143,KGM
