year,scope,product_category,net_units,volume_litres,value_cad,source_url,measurement_note
2023,Canada,"Vaping device containing vaping substance",17860525,169454,262882139.10,https://health-infobase.canada.ca/substance-use/vaping/sales/,"Reported shipments by manufacturers/importers to wholesalers or retailers; not consumer sell-out"
2023,Canada,"Vaping part containing vaping substance",26088754,76631,173837843.31,https://health-infobase.canada.ca/substance-use/vaping/sales/,"Reported shipments by manufacturers/importers to wholesalers or retailers; not consumer sell-out"
2023,Canada,"Vaping substance",8015757,300055,124943736.51,https://health-infobase.canada.ca/substance-use/vaping/sales/,"Reported shipments by manufacturers/importers to wholesalers or retailers; not consumer sell-out"
2023,Canada,"Vaping part/device without vaping substance",2212152,0,16243615.93,https://health-infobase.canada.ca/substance-use/vaping/sales/,"Reported shipments by manufacturers/importers to wholesalers or retailers; not consumer sell-out"
2024,Canada,"Vaping device containing vaping substance",38381381,456018,558947200.26,https://health-infobase.canada.ca/substance-use/vaping/sales/,"Reported shipments by manufacturers/importers to wholesalers or retailers; not consumer sell-out"
2024,Canada,"Vaping part containing vaping substance",58734715,217379,316329158.83,https://health-infobase.canada.ca/substance-use/vaping/sales/,"Reported shipments by manufacturers/importers to wholesalers or retailers; not consumer sell-out"
2024,Canada,"Vaping substance",15007205,578446,255269614.82,https://health-infobase.canada.ca/substance-use/vaping/sales/,"Reported shipments by manufacturers/importers to wholesalers or retailers; not consumer sell-out"
2024,Canada,"Vaping part/device without vaping substance",6778609,0,30207822.87,https://health-infobase.canada.ca/substance-use/vaping/sales/,"Reported shipments by manufacturers/importers to wholesalers or retailers; not consumer sell-out"
