forecast_year,rate_case,rate_dkk_per_ml,official_displayed_forecast_dkk,forecast_display_granularity_dkk,rounding_revenue_low_dkk,rounding_revenue_high_dkk,implied_volume_low_litres,implied_volume_point_litres,implied_volume_high_litres,status,boundary,source_url
2025,all_volume_above_12mg_ml,2.5,90000000,5000000,87500000.0,92500000.0,35000.0,36000.0,37000.0,derived_from_official_forecast_not_actual_volume,"unknown strength mix; endpoints are rate and display-rounding cases, not observed litres",https://www.ft.dk/samling/20231/almdel/sau/spm/678/svar/2074316/2914215.pdf
2025,all_volume_up_to_12mg_ml,1.5,90000000,5000000,87500000.0,92500000.0,58333.333333333336,60000.0,61666.666666666664,derived_from_official_forecast_not_actual_volume,"unknown strength mix; endpoints are rate and display-rounding cases, not observed litres",https://www.ft.dk/samling/20231/almdel/sau/spm/678/svar/2074316/2914215.pdf
